PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,article,gun,feb,work,growth,Brentwood,austin,many,car,neighborhood,new,craftsmen,Austin,therapy,propose,problem,child,issue,raise,identify,credit,restoration,building,locator,place,diagnosis,diagnose,direct,let,man,woman,education,proper,carbon,appreciate,price,climate,although,yet,need,decision,californian,business,make,burst,hackles,think,go,every,solution,neighbor,traffic,we,core,give,cathedral,masonry,historic,person,state,chip,wrong,American_Statesman,Texas,rx,parental,involvement,physician,favorite,punch,line,unable,establish,proceed,eastside,school,poor,teacher,principal,facility,program,fail,second,opinion,mostly,home,treatment,marry,stay,support,sex,unless,father,value,hold,responsible,learn,right,medicine
,10,8,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 17, 2013 Sunday",40 of 90 DOCUMENTS,Austin American-Statesman (Texas),'Double Down' overflowing with D.C. gossip for junkies,Charles Ealy American-Statesman Staff,INSIGHT; Pg. F5,,1025 words,,,"November 18, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,Perry,Obama,author,Romney,presidential,president,double,people,aide,go,interview,book,p.m.,change,monday,follow,library,many,focus,2011,meeting,issue,tell,use,run,much,course,campaign,nomination,story,host,LBJ,Rove,Heilemann,game,2012,sunday,tape,show,overhear,hear,whether,vice,help,win,write,include,support,marriage,kill,turn,good,know,narrative,political,halperin,approach,contend,detail,value,former,long,call,huntsman,mormon,cause,give,spend,half,longer,back,full,deal,require,John_Heilemann,BookPeople,KLRU,Evan_Smith,same_sex,Huntsman,GOP,Barbara_Bush,Halperin,media,blitz,surround,week,appear,appearance,already,recent,highlight,gossipy,analysis,race,headline,conduct,poll,replace
,10,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 17, 2013 Saturday",43 of 90 DOCUMENTS,Austin American-Statesman (Texas),Letters to the editor,Austin American-Statesman,MAIN; Pg. A14,,954 words,,,"August 17, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,Austin,letter,drug,article,amendment,take,saltwater,fish,treatment,aug,many,thus,old,police,public,school,become,change,another,solution,toll,tank,aquarium,coral,U.S.,holder,time,need,go,treat,addict,way,member,state,experience,brain,drain,new,good,relation,fail,must,constitution,people,tax,pass,future,flow,reduce,dring,climate,imagine,let,contact,price,road,tollway,183,use,breed,captivity,catch,reef,live,send,support,box,email,address,Congress,Washington,IRS,Central_Texas,American_Statesman,cut,penalty,fan,attorney,general,eric,right,step,addiction,disease,allow,legally,declare,qualify,medical,possibly,involve,choice,infrastructure,program,already,exist,methadone,clinic,situation
,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 18, 2013 Sunday",44 of 90 DOCUMENTS,Austin American-Statesman (Texas),Letters to the Editor,Austin American-Statesman,INSIGHT; Pg. E6,,686 words,,,"August 21, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,letter,article,meeting,address,Austin,tell,we,line,population,aug,town,hall,police,step,need,carbon,reduce,become,let,rail,Acevedo,American_Statesman,resident,resign,behavior,attend,allow,chief,part,job,problem,solution,good,situation,make,show,question,answer,involve,hour,run,approach,pay,normal,policy,change,free,take,course,reader,public,road,decade,light,region,red,transport,small,percentage,box,email,Art_Acevedo,deserve,better,treatment,disappointed,group,event,civility,lose,ground,point,tragic,base,newspaper,believe,deteriorate,personal,attack,tasteless,rude,resolve,arena,truly,serious,issue,seek,speak,dignity,role,model,act,childish,recent,violence,direct,towards,minority,escalate
,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 14, 2013 Thursday",45 of 90 DOCUMENTS,Austin American-Statesman (Texas),Graduation requirement bills draw warning,Kate Alexander American-Statesman Staff,MAIN; Pg. A01,,728 words,,,"February 17, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,student,high,requirement,science,school,bill,Paredes,Patrick,course,graduation,math,need,flexibility,education,change,require,take,loosen,college,state,graduate,study,committee,core,elective,community,end,texas,warn,wednesday,propose,solid,academic,foundation,back,rigor,think,reduce,chairman,include,open,tuesday,business,add,analysis,child,call,plan,proposal,engineering,keep,total,credit,social,key,foreign,language,Algebra_II,English,surge,seek,leave,many,life,beyond,without,specifically,urge,legislator,roll,certain,work,difference,opinion,appropriate,level,interview,swell,several,give,choose,trade,group,particular,push,allow,bound,pursue,training,senate,dan,patrick,introduce,number,fewer,opportunity,expect,pass,clear
,12,11,11,11,10,7,7,7,6,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 19, 2013 Sunday",46 of 90 DOCUMENTS,Austin American-Statesman (Texas),Politifact recap,American-Statesman Staff,INSIGHT; Pg. E2,,400 words,,,"May 20, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,Texas,state,statement,politifact,fatal,accident,greenhouse,gas,warming,test,texas,lead,industrial,true,found,base,four,find,number,rank,problem,representative,include,consensus,mostly,though,climate,scientist,NCS_Pearson,nation,half,director,office,report,2011,occupational,injury,broader,category,isolate,look,subcategory,workplace,fatality,raw,surprisingly,populous,near,top,seek,adjust,population,death,per,"100,000",worker,fall,18th,science,show,pants,fire,argue,need,government,regulation,several,expert,climatologist,tell,we,scientific,increase,due,burn,fossil,fuel,coal,oil,contribute,global,pace,uncertain,professor,history,put,book,actively,research,field,disagree,position,small,may,matter,opinion,whether,clear,majority
,10,6,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 7, 2013 Sunday",47 of 90 DOCUMENTS,Austin American-Statesman (Texas),Retail on the rise,Gary Dinges American-Statesman Staff,MAIN; Pg. A1,,2019 words,,,"July 8, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,area,East_Austin,east,store,resident,new,retail,open,Austin,business,option,people,development,austin,income,Mueller,neighborhood,code,restaurant,change,shop,zip,include,near,shopping,many,far,still,place,draw,much,city,retailer,have,town,street,bar,part,chain,president,real,estate,expert,take,behind,household,way,recent,already,go,Quickie_Pickie,East_Riverside_Drive,lot,building,look,manager,almost,work,issue,studio,company,gary,find,lack,life,make,grow,play,apartment,drive,bus,across,key,average,home,growth,trade,number,around,demographic,face,set,H_E_B,grocery,corner,11th,offer,assortment,service,basic,we,general,mix,national,door,interstate,vice,commercial,firm
,25,22,21,15,14,11,11,10,10,9,9,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 5, 2013 Tuesday",50 of 90 DOCUMENTS,Austin American-Statesman (Texas),"Annual homeless count down 1,330 since '08",Andrea Ball American-Statesman Staff,METRO; Pg. B01,,495 words,,,"February 11, 2013",ENGLISH,"February 6, 2013","A story on Tuesday's B1 misstated the number of people who use Travis County emergency homeless shelters. Between 2,650 to 2,750 people check into such shelters each week.",,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,people,homeless,count,housing,number,find,street,shelter,2008,annual,effort,"3,451","2,121",homelessness,executive,director,help,care,initiative,january,city,federal,government,decline,increase,2012,run,night,every,change,way,maybe,hit,Travis_County,Howard,low_income,live,wood,bridge,decrease,percent,volunteer,interview,without,permanent,home,spot,conduct,end,community,coalition,ann,howard,emphasize,snapshot,indicator,seek,substance,abuse,mental,health,instance,play,equation,suggest,need,thing,right,late,300,scour,county,search,rural,urban,area,require,use,determine,funding,suspect,stem,affordable,immediate,fund,"1,675",unit,grow,"2,130",group,new,program,house,single,woman,per,beef,service,advocate
,12,10,10,6,5,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 14, 2013 Thursday",51 of 90 DOCUMENTS,Austin American-Statesman (Texas),Energy plant mostly sits idle,Marty Toohey American-Statesman Staff,MAIN; Pg. A01,,681 words,,,"February 17, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,plant,electricity,contract,utility,Austin_Energy,produce,power,customer,pay,time,grid,use,operating,state,city,part,executive,source,though,statewide,release,City_Council,wood_waste,seven,expensive,sit,idle,cost,much,recently,renewable,expectation,price,environmental,expect,run,percent,electric,rule,ensure,sell,cheapest,low,people,sign,judge,Mele,rumble,life,despite,2.3,billion,put,mostly,fee,cover,keep,staff,cite,competitive,nature,concern,hook,sen,kirk,watson,write,official,agree,purchase,biomass,2008,plan,aggressively,invest,energy,curb,contribution,global,climate,change,deal,base,partly,federal,tax,raise,fuel,make,wood,waste,seem,attractive,option,happen,debate,five,ago,activist
,18,9,9,9,8,7,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 18, 2013 Thursday",52 of 90 DOCUMENTS,Austin American-Statesman (Texas),Lawmaker touts proposal on greenhouse gas powers,Asher Price American-Statesman Staff,METRO; Pg. B8,,318 words,,,"May 7, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,gas,greenhouse,state,power,regulate,Texas,proposal,give,federal,permit,agency,Smith,industrial,matter,environmental,issue,march,hearing,language,need,twist,conservative,lawmaker,unconvinced,affect,climate,change,author,rep.,wayne,smith,vote,floor,week,currently,demand,large,texas,facility,plan,new,construction,typically,delegate,assume,decline,argue,authority,side,tie,litigation,propose,least,long,government,try,make,process,efficient,time,remove,health,safety,code,treat,global,warming,air,contaminant,interview,wednesday,hint,reason,seemingly,contradictory,take,away,science,show,problem,thing,equal,oil,interest,consider,sympathetic,counterpart,formerly,director,lobbyist,manufacturer,testify,provide,certainty,industry,contact,asher,price,Alice_in_Wonderland
,10,7,6,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 15, 2013 Sunday",53 of 90 DOCUMENTS,Austin American-Statesman (Texas),Boggy Creek gets help for trees,Esther Robards-Forbes American-Statesman Staff,METRO; Pg. B1,,505 words,,,"December 16, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,plant,around,work,sapling,tree,big,effort,city,watersh,park,friend,soil,root,volunteer,vegetation,benefit,ecosystem,provide,native,improve,water,move,diversity,age,species,make,area,wedding,gift,raise,dring,resistant,outside,fast,forward,survive,Boggy_Creek,pound,foot,top,shovel,drive,blade,cold,damp,beside,pick,spindly,pecan,half,pencil,place,small,hole,carefully,push,earth,cover,process,repeat,700,time,saturday,part,revitalize,staffer,return,natural,creek,habitat,food,wildlife,insect,prevent,erosion,hold,onto,quality,act,filter,finally,restoration,measure,flood,control,slow,look,lack,life,nearby,help,organize,oak,neighborhood,group,lot,pecans,add,less
,7,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 3, 2013 Sunday",54 of 90 DOCUMENTS,Austin American-Statesman (Texas),Plan to alter water board sparks influence concern,Asher Price American-Statesman Staff,MAIN; Pg. A01,,1854 words,,,"March 3, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,board,state,member,agency,water,money,Perry,governor,Fraser,development,make,loan,appoint,Labatt,billion,new,former,work,go,business,office,staff,Texas,Hunt,proposal,handle,project,governance,people,job,administrator,dollar,dring,political,2012,lot,committee,hearing,resource,Ward,Callahan,decade,bank,well,plan,politics,become,lawmaker,current,volunteer,bad,really,2011,serve,law,appointee,executive,change,take,program,know,happen,lead,issue,single,full_time,turn,oversight,likely,interest,rate,engineer,infrastructure,control,cancer,research,small,bay,fire,appear,director,pay,sure,review,never,retire,run,large,power,seek,oversee,structure,manage,point,reach,commission,every,government,president
,50,19,18,16,15,12,12,10,10,9,9,8,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 26, 2013 Tuesday",55 of 90 DOCUMENTS,Austin American-Statesman (Texas),"Tips to make important photos, papers last",Dale Roe American-Statesman Staff,LIFESTYLE; Pg. D01,,838 words,,,"April 1, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,photo,mat,good,document,frame,store,glass,box,item,Ransom_Center,papers,paper,storage,important,keep,material,display,think,damage,always,picture,remove,useful,problem,newspaper,garage,attic,remember,must,conservation,climate,temperature,average,percent,humidity,cold,better,best,pipe,air,cause,area,prone,sunlight,folder,make,archival,acid,attach,resource,help,insect,preservation,recommend,use,board,interior,original,option,wall,guy,low_quality,inexpensive,drugstore,way,preserve,photograph,subject,constant,handle,protect,try,precious,daughter,discover,half,stuck,silly,purely,decorative,fact,prevent,begin,mound,lie,shelf,home,office,closet,right,version,image,share,instagram,column,condition,stuff,careless,treatment
,13,9,8,7,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 13, 2013 Sunday",58 of 90 DOCUMENTS,Austin American-Statesman (Texas),Young adults drawn to monks,Juan Castillo American-Statesman Staff,METRO; Pg. B1,,817 words,,,"October 16, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,people,young,Taizé,emile,monk,statesman,make,think,Austin,prayer,adult,life,brother,draw,week,question,thing,lot,never,religious,institution,live,community,denomination,reconciliation,christians,give,workshop,silence,spirituality,ecumenical,hundred,thousand,monastic,appeal,take,next,march,time,know,among,hear,create,search,course,climate,trust,open,have,emmanuel,always,number,spiritual,afraid,need,place,discuss,pray,together,try,today,path,work,typical,morning,we,bible,reflection,solitude,present,Europe,particular,blend,devotion,immerse,chant,something,version,rock,star,"100,000",monastery,last,hardly,look,part,dress,casually,warm,earth,tone,carry,backpack,sit,interview,night,church,lead,special
,12,8,8,7,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 3, 2013 Thursday",59 of 90 DOCUMENTS,Austin American-Statesman (Texas),Page Parkes Center of Modeling and Acting opens in Austin,Nancy Flores; nflores@statesman.com; 912-2559 American-Statesman Staff,LIFESTYLE; Pg. D03,,672 words,,,"January 12, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,bag,Austin,scout,model,modeling,expand,line,sale,plastic,sell,show,talent,include,act,make,find,shopping,garage,jewelry,design,feature,Parkes,discover,fall,several,company,open,center,decision,need,develop,help,state,represent,many,suite,le,boutique,event,price,door,available,shopper,soon,store,online,style,focus,bring,charm,bracelet,color,sign,tone,green,close,shop,Page_Parkes_Center,Romance_Vintage,African,chan,tatum,magazine,may,recognize,name,reality,chronicle,discovery,process,fashion,industry,veteran,behind,largest,group,corporation,umbrella,training,serve,aspire,actor,age,five,adult,education,division,academy,camp,due,abundance,success,prompt,goal,brand,throughout,put,beauty,national
,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 27, 2013 Saturday",64 of 90 DOCUMENTS,Austin American-Statesman (Texas),You say: Letters to the editor,Austin American-Statesman,MAIN; Pg. A10,,937 words,,,"July 29, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,take,patent,letter,water,color,Austin,know,life,abortion,address,assertion,entity,shower,place,conserve,die,article,sand,emission,president,cover,magazine,book,shorter,let,include,man,way,long,another,turn,faucet,july,economy,ago,allow,woman,fetus,become,tar,disgrace,think,crime,everyone,else,employee,kill,someone,violence,sell,roll,stone,people,similar,story,reader,product,sue,target,encourage,work,race,nationality,black,different,jury,decide,publish,name,box,email,U.S.,American_Statesman,restroom,waste,ocean,signal,end,marine,animal,save,longer,seem,better,try,cut,minute,shampoo,condition,rest,scrub,body,brush,tooth,accord,title,½,gallon,little
,8,8,7,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 4, 2013 Sunday",65 of 90 DOCUMENTS,Austin American-Statesman (Texas),UT professor's energy a TV hit UT professor masters TV tool Energy prof's film star is rising Webber Lede goes hery in 1 line,Laylan Copelin American-Statesman Staff,BUSINESS; Pg. F1,,1533 words,,,"August 11, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,webber,course,energy,online,movie,student,media,teach,College,people,make,Webber,professor,fall,many,ut,engineering,scientist,might,PBS,UT,graduate,research,call,engage,public,policy,popular,film,go,nuclear,example,introduction,show,audience,sign,major,spring,debate,team,2014,take,three,offer,think,way,video,University,Texas,Energy_Technology,edX,Cockrell_School,Natural_Sciences,screen,order,sequel,third,sponsor,technology,include,begin,typical,staff,kind,effort,multimedia,topic,effect,idea,science,academic,circle,advocate,season,help,undergraduate,20th,century,almost,class,view,source,coal,change,television,spread,word,plan,money,global,better,segment,address,free,allow,seem,paper,write,language
,32,15,14,12,11,10,9,8,8,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 8, 2013 Sunday",68 of 90 DOCUMENTS,Austin American-Statesman (Texas),It's a wrap: Editorials Dec. 1-7,Austin American-Statesman,INSIGHT; Pg. E7,,681 words,,,"December 9, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,dec.,use,Texas,public,roadblock,discuss,evolution,board,make,sunday,enforcement,last,week,answer,failure,go,political,often,give,new,textbook,wednesday,history,discover,age,leave,thursday,lower,gasoline,price,energy,emission,ethanol,law,add,billion,gallon,fuel,traffic,checkpoint,department,safety,Fehrenbach,execution,tendency,overly,complicate,piece,rental,property,fall,direct,question,top,ask,code,policy,report,edition,long,well,sort,couple,structural,amend,better,monday,consultant,republican,democrat,compare,economic,climate,government,service,tuesday,change,think,term,progress,improvement,state,seem,ideological,stasis,gather,final,approval,science,math,related,online,instructional,material,hope,complete,heavy,workload,without
,7,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2013 Friday",69 of 90 DOCUMENTS,Austin American-Statesman (Texas),FUNERALS AND MEMORIALS,,METRO & STATE; Pg. B04,,6247 words,,,"January 5, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,family,wife,Texas,january,husband,service,brother,2013,son,Austin,daughter,grandchild,survive,member,memorial,love,tx,TX,sister,hold,make,home,bear,precede,death,follow,friend,many,p.m.,pass,2012,funeral,George,december,attend,work,saturday,Marinell,great,parent,life,away,serve,meet,retire,visitation,marry,time,loving,Round_Rock,John,later,graduate,pm,may,enjoy,child,beloved,friday,lieu,flower,mother,donation,know,Jerry,James,Adrian,Houston,st,niece,age,receive,church,interment,jr.,numerous,spend,sunday,please,travel,jan,leave,Jack,Karl,Charles,Diana,care,contribution,e.,monday,father,ranch,play,special,together,school,nephew,obituary,a.
,39,33,33,32,28,28,28,27,26,26,24,24,21,20,20,20,20,19,18,18,18,18,17,17,16,16,15,14,14,13,13,13,13,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
"January 17, 2013 Thursday",70 of 90 DOCUMENTS,Austin American-Statesman (Texas),Region's growth remains modest,Dan Zehr dzehr@statesman.com American-Statesman Staff,BUSINESS; Pg. B07,,465 words,,,"January 20, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,report,continue,demand,growth,sector,last,six,week,bank,higher,level,period,region,price,service,holiday,shopping,season,energy,regional,modest,federal,weigh,overall,accord,provide,condition,part,retailer,auto,generally,consumer,boost,economic,low,better,real,estate,sale,home,activity,commercial,result,side,lend,increase,dring,wheat,Beige_Book,Texas,buoy,solid,ongoing,strength,economy,expand,pace,reserve,wednesday,pocket,soft,employer,steady,slightly,employment,summary,business,every,district,cover,include,dealer,good,workforce,greater,time,national,outperform,nation,retail,welcome,remain,primary,engine,natural,gas,lead,drop,rig,count,refinery,operating,percent,capacity,power,back,recession,new,exist
,12,7,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2013 Sunday",71 of 90 DOCUMENTS,Austin American-Statesman (Texas),Of humor and feelings,Brad Buchholz bbuchholz@statesman.com American-Statesman Staff,INSIGHT; Pg. F01,,1864 words,,,"January 20, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,story,write,Saunders,saunder,we,time,writer,know,try,true,love,way,become,short,tenth,december,theme,literary,work,thing,fun,imagine,George_Saunders,dog,reader,feel,funny,mean,really,the,believe,sentence,go,find,culture,war,fiction,corporate,take,look,laugh,ugly,wild,big,often,lot,pastoralia,kind,everything,environmental,talk,process,good,matter,best,alienation,imagination,public,essay,still,think,Phil,Braindead_Megaphone,master,great,change,world,rather,humanity,feeling,essays,force,material,hard,speak,visit,tuesday,voice,media,describe,likely,hierarchy,tell,sake,wit,never,obedience,company,throughout,human,heart,much,share,every,put,environment,mind,set,bear
,14,14,13,11,9,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 30, 2013 Wednesday",72 of 90 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A12,,819 words,,,"February 4, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
