PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"January 31, 1998",3 of 177 DOCUMENTS,Austin American-Statesman (Texas),Antarctic drilling turns up shellfish; The fossils and algae tell of,RAY LILLEY,News; Pg. A22,,468 words,,,"February 2, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,Antarctic,climate,ice,find,shell,million,ago,study,global,scientist,indicate,change,bed,warming,period,new,New_Zealand,Antarctica,shellfish,species,seab,warmer,project,coastal,believe,sea,history,clue,may,help,whether,glacial,take,algal,seaweed,environment,form,different,mollusk,debate,sheet,Ross_Sea,Barrett,Wellington,Pleistocene,Pliocene,dozen,kind,fossil,previously,unknown,alga,friday,discovery,degree,1.2,1.8,geology,professor,peter,barrett,coordinator,drilling,climatic,rock,core,"1,500",foot,unlock,offer,earlier,antarctic,warm,spell,predict,world,level,controversy,present,budd,recent,epoch,together,run,5.3,"10,000",major,hardly,ever,enormous,variety,something,type,alone,thick,layer,contain,barnacle,coral
,NOAA,prediction,hurricane,climate,rise,global,scientist,model,research,hotter,century,temperature,degree,heating,debate,issue,warming,center,government,forecaster,computer,politics,drive,agency,responsible,researcher,past,weather,forecast,grow,warmer,increase,suggest,mean,many,science,America,Earth,Frank,Gray,va.,planet,thorny,take,stage,friday,close,session,clash,heart,controversy,accuracy,whether,federal,consistently,show,have,succeed,identify,trend,senior,confident,case,other,sure,neil,frank,director,express,concern,gloomy,wetter,21st,rely,iffy,simulation,actual,data,numerical,can,put,faith,ask,simplify,run,indicate,ocean,strength,frequency,newer,study,include,opposite,el,nino,event,hold,activity,basin
,6,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 1998",32 of 177 DOCUMENTS,Austin American-Statesman (Texas),A few questions for our would-be president Al Gore,George Will,Editorial; Pg. A7,,735 words,,,"May 20, 1998",ENGLISH,,,George Will,,,,Copyright 1998 The Austin American-Statesman
,rare,make,party,abortion,people,think,homeless,child,family,emphasis,add,force,every,presidential,nomination,gore,legal,fetus,moral,stand,superior,important,flooding,global,climate,change,news,give,little,sense,go,convention,administration,part,issue,conversation,really,principle,anything,simply,hunger,household,americans,agenda,tobacco,consider,harmless,take,view,repeal,America,Democratic,serve,vice,president,1952,al,soon,depressed,inquisitive,herewith,question,safe,care,v.,wade,adore,unlike,crab,grass,potential,life,easy,defend,appendectomy,unless,appendix,last,n.d.,move,home,abstraction,anymore,scientific,basis,assertion,cause,dec.,1997,conference,homelessness,speak,religious,tradition,christmas,season,"2,000",ago,woman
,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 2, 1998",38 of 177 DOCUMENTS,Austin American-Statesman (Texas),Greenhouse effect tested on grassland; Experiment looks at how -,Dick Stanley,Metro/State; Pg. B1,,712 words,,,"March 24, 1998",ENGLISH,,,UT botanist Robert Jackson is experimenting with Hill Country grassland plants in Temple to see whether increased carbon dioxide levels associated with global warming will help or hurt them.,,,,Copyright 1998 The Austin American-Statesman
,plant,carbon,dioxide,part,grass,increase,take,Jackson,level,soil,per,water,plot,grassland,million,today,experiment,bird,long,global,21st,century,fossil,fuel,percent,study,growth,less,stomate,Texas,Temple,federal,look,grow,plastic,wild,much,important,learn,warming,end,herb,ut,run,department,facility,produce,gas,need,amount,work,atmosphere,last,360,consumption,result,open,lose,shrub,mile,north,mistaken,meal,lifetime,descend,closer,giant,caterpillar,edge,really,narrow,cover,include,sideoat,grama,bluestem,daisy,potentially,feast,pass,player,effort,whether,atmospheric,main,culprit,help,harm,natural,drive,east,interstate,assistant,professor,botany,specialist,ecology,scientist,research
,15,13,13,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 19, 1998",44 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Global warming not cast as villain, yet,; Two state experts see",Dick Stanley,News; Pg. A9,,692 words,,,"July 21, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,global,warming,Texas,temperature,record,Schmandt,North,hot,whether,climate,gas,average,last,South_Texas,Norwine,hand,heat,blame,expert,meteorology,set,el,nio,policy,sign,part,drive,contribute,chapter,impact,1996,book,rise,high,normal,100,keep,much,greenhouse,climatologist,argue,double,old,happen,sort,number,night,student,University,Austin,wave,dozen,death,statewide,least,four,digit,finger,chairman,department,university,mainly,due,condition,analyst,lbj,school,cautious,occurrence,summer,recent,variation,yet,naysaying,sometimes,bitter,scientific,political,debate,threat,deference,americans,must,stop,nation,reduce,burn,coal,oil,natural,believer,edite,collection,science,essays,publish,among,prediction,expect
,9,9,8,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 22, 1998",50 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Earth Day '98, * We can't rest on our laurels",John Passacantando,Editorial; Pg. A15,,576 words,,,"April 26, 1998",ENGLISH,,,John Passacantando,,,,Copyright 1998 The Austin American-Statesman
,world,environmental,air,tell,make,something,environment,pollution,polluter,call,Earth,U.S.,annual,last,law,less,child,lead,car,turn,vegetable,have,cleaner,water,small,nuclear,take,power,plant,percent,pollute,action,send,corporation,write,local,China,Exxon,28th,celebration,reflect,far,citizenry,sensitivity,imagine,without,awareness,regulation,intelligent,breathing,exhaust,kind,place,old,growth,forest,long,chop,stick,cardboard,box,richer,pesticide,vitamin,ozone,layer,protection,let,corporate,mouthpiece,work,do,gain,many,case,manage,bad,better,begin,slow,mining,log,proliferation,company,pulp,mill,oil,derrick,estimate,"40,000",premature,death,occur,due,particulate,soot,serious,chronic,illness
,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 23, 1998",57 of 177 DOCUMENTS,Austin American-Statesman (Texas),Dodger blue turns pink as bosses get the slip,Phil Rogers,Sports; Pg. C1,,976 words,,,"June 24, 1998",ENGLISH,,,"The Dodgers new management team is really a slice of the old with Tommy Lasorda, left, and Glenn Hoffman appointed to right the listing ship. The high-pressure Fox ownership group will give them a half-year trial. // Bill Russell: Mild-mannered ex-manager grew weary of second-guessing. 'Tommy's just vicious when he wants something,' he says.",,,,Copyright 1998 The Austin American-Statesman
,manager,lasorda,gm,dodger,work,claire,season,record,Dodgers,Russell,team,new,become,Los_Angeles,end,series,job,coach,valentine,president,chance,leave,expect,dan,game,baseman,club,Fox,Lasorda,Tommy,Hoffman,major,change,o'malley,surprise,replacement,tell,world,1988,monday,retire,1996,problem,fred,know,take,return,minaya,remain,alongside,albuquerque,contract,met,spend,fire,million,payroll,catcher,trade,third,general,Glenn_Hoffman,Walter_Alston,Triple_A,San_Diego_Padres,all_star,decade,pastoral,spot,league,grass,seldom,grow,foot,media,magnate,give,stark,climatic,around,purchase,family,oust,neither,ita,heretofore,obscure,secure,position,order,confluence,ownership,extend,period,futility,none,longest,gap,without
,12,9,9,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 15, 1998",59 of 177 DOCUMENTS,Austin American-Statesman (Texas),Energy industry seen as economic stabilizer; U.S. energy secretary,Pauline Arrillaga,Business; Pg. D2,,505 words,,,"September 16, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,energy,industry,world,Richardson,oil,business,expect,next,demand,increase,technology,last,financial,market,new,opportunity,worldwide,conference,leader,monday,council,growth,ago,century,percent,create,production,remain,pollution,reason,develop,problem,call,climate,nation,gas,plan,executive,decade,development,cost,power,Energy,Browne,instability,persist,serve,stabilizer,provide,secretary,tell,true,pace,economy,huge,exist,emerge,supplier,speech,17th,congress,enormous,potential,driver,economic,recovery,stability,every,region,swear,note,use,double,2030,quadruple,end,rise,annually,mean,additional,environmental,challenge,2015,carbon,emission,3.5,billion,metric,ton,current,level,primary,contributor,air,successful,reduce,must,do,protect
,13,7,6,6,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 28, 1998",66 of 177 DOCUMENTS,Austin American-Statesman (Texas),Excerpts from the State of the Union address,,News; Pg. A11,,3174 words,,,"February 1, 1998",ENGLISH,,,"With Vice president Al Gore, center, and Speaker of the House Newt Gingrich, right, standing behind him, President Clinton delivers the State of the Union address Tuesday. Clinton touched on topics incluiding Social Security, cloning, campaign finance reform and NATO.",,,,Copyright 1998 The Austin American-Statesman
,new,child,must,ask,help,work,make,Congress,care,let,know,America,nation,tax,need,right,time,job,world,tonight,next,every,bipartisan,pass,support,reform,family,security,we,worker,provide,keep,American,Senate,people,good,million,deficit,budget,cut,propose,americans,way,protect,weapon,state,home,balance,plan,actually,system,join,parent,end,community,business,use,internet,income,crime,federal,go,spend,whether,test,surplus,social,take,strengthen,century,generation,congress,last,class,effort,reduce,grade,think,lose,bill,thing,health,citizen,medical,campaign,give,development,act,Bosnia,president,high,lowest,welfare,strong,decade,four,simple,save,21st
,20,19,17,17,16,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
"November 15, 1998",72 of 177 DOCUMENTS,Austin American-Statesman (Texas),World sets 2000 deadline for greenhouse gas rules; 160 nations will,Kevin Gray,News; Pg. A8,,407 words,,,"November 18, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,nation,country,emission,greenhouse,gas,develop,United_States,treaty,agree,issue,credit,trading,Senate,world,saturday,give,2000,decide,1997,set,whether,move,industrial,reduction,target,home,Argentina,U.S.,Kyoto,India,China,community,endorse,ambitious,timetable,fight,global,warming,put,effect,historic,week,negotiation,drag,early,hour,160,deadline,adopt,rule,cut,transfer,technology,buy,trade,settle,compliance,penalty,assess,violator,serious,hurdle,remain,make,workable,complete,agreement,today,we,way,forward,chief,negotiator,december,bind,2012,percent,1990,level,thursday,become,last,major,sign,protocol,largely,symbolic,ratification,likely,time,soon,administration,ask,vote,large,participate,take,still,enough
,6,6,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 23, 1998",74 of 177 DOCUMENTS,Austin American-Statesman (Texas),1990s were warmest in 600 years,Associated Press,News; Pg. A4,,226 words,,,"April 24, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,temperature,1997,1995,find,average,warmest,study,researcher,reconstruct,annual,consider,land,ocean,colleague,work,use,indicator,ancient,Mann,1990,evidence,rise,level,greenhouse,gas,probably,responsible,scientist,back,1400,warmer,three,either,depend,whether,surface,combine,run,degree,fahrenheit,20th,century,present,today,issue,journal,nature,mann,adjunct,professor,geoscience,expert,early,step,reconstruction,need,improve,past,600,network,indirect,include,tree,ring,coral,ice,well,historical,record,compare,actual,measurement,1902,1980,data,estimate,NEW_YORK,Northern_Hemisphere,Christopher_Columbus,Michael_Mann,nine_tenths,University,Massachusetts,Amherst,Climate,long_term
,6,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 22, 1998",75 of 177 DOCUMENTS,Austin American-Statesman (Texas),Writer Coupland's Coma' revels in life's changes; Author best known,Don McLeese,Lifestyle; Pg. D1,,1396 words,,,"March 24, 1998",ENGLISH,,,Douglas Coupland will read from his new book at 2 p.m. today at Book People.,,,,Copyright 1998 The Austin American-Statesman
,world,Coupland,think,know,coma,culture,generation,life,go,character,look,always,tree,author,make,possibility,book,people,really,adult,irony,take,time,have,weather,course,way,cultural,work,guy,term,able,least,certain,place,ironic,far,use,much,change,Generation,Girlfriend,show,lose,become,describe,seem,space,need,huge,window,conversation,entirely,collapse,read,today,whose,mind,coupland,transformation,past,weatherman,though,shift,fiction,tone,plot,remember,well,younger,previously,concern,god,write,better,gen,moment,photo,right,decade,stuff,back,word,realize,interesting,heaven,reply,system,responsibility,hindsight,title,call,without,give,everything,Douglas_Coupland,Seattle,news,program
,10,10,9,8,7,7,7,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"May 31, 1998",76 of 177 DOCUMENTS,Austin American-Statesman (Texas),Political turmoil of 1968 sparked change,By Robert ShoganThe Los Angeles Times,News; Pg. A22,,891 words,,,"June 2, 1998",ENGLISH,,,Robert Kennedy shown campaigning for the Democratic presidential nomination. His assassination in 1968 was the climax in a series of traumas that created a wide lack of trust in the government.,,,,Copyright 1998 The Austin American-Statesman
,1968,political,country,change,Kennedy,national,many,spirit,peace,people,Gitlin,know,keep,presidential,tell,odd,remain,chief,president,call,chance,turn,lead,trauma,citizenry,persist,consequence,world,high,energize,movement,endure,social,scientist,believe,period,attitude,various,war,soon,racial,black,presidency,whole,democrat,large,California,McGovern,Vietnam,Johnson,f.,kennedy,need,win,democratic,primary,candidacy,alive,return,night,june,ago,next,week,do,stack,favor,rival,vice,still,uphill,climb,friend,chase,have,within,hour,talk,kill,assassin,bullet,scene,bloody,head,cradle,horrify,supporter,etch,consciousness,despair,recently,recall,million,americans,regard,man,best,able,morass
,8,6,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 6, 1998",78 of 177 DOCUMENTS,Austin American-Statesman (Texas),Hot debate over cooling Mount Vernon,Bob Dart,News; Pg. A17,,978 words,,,"September 8, 1998",ENGLISH,,,"Mount Vernon, George Washington's beloved plantation overlooking the Potomac River, is getting air conditioning, which curators say will help preserve the building and artifacts. Critics say installing the system is doing needless damage to the historic structure. // A worker screws together sheet metal from inside one of the air ducts in the basement of Mount Vernon. Work is being done inside closets and other hidden areas when possible. // This pit about 100 feet from the house will hold circulation equipment for the air conditioning system, keeping it away from the historic mansion. The condenser is in a wooded area 200 feet from the house.",,,,Copyright 1998 The Austin American-Statesman
,air,system,Mount_Vernon,conditioning,Rees,historic,house,work,Washington,visitor,preserve,home,climate,control,curator,damage,mansion,original,die,million,summer,nation,install,time,make,without,wood,temperature,artifact,George_Washington,200,upstairs,plantation,tour,carefully,president,decision,computerize,former,place,much,build,outside,estate,write,own,18th,century,second,small,duct,heating,cut,fabric,put,part,vent,inside,hidden,area,condensation,never,degree,100,furnishings,museum,America,Sistine_Chapel,va.,nearly,bedroom,beloved,overlook,cool,folk,sweat,electric,fan,need,keep,guide,faint,stifl,heat,preservationist,downright,hot,govern,board,have,thousand,architectural,resign,protest,issue,important,something,may,probably
,12,11,10,8,8,7,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 10, 1998",80 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Crew bails out, leaving baloon adrift 8 hours; Around-the-world trip",Matt Mygatt,News; Pg. A1,,592 words,,,"January 11, 1998",ENGLISH,,,"His hope of circling the world cut short, balloonist Dave Melton is placed in an emergency helicopter Friday in New Mexico after dislocating his hip and ankle in an emergency parachute jump. Below, one of the balloonists bails out when trouble hits. // Balloon pilot Dave Melton signals thumbs-up as he enters the capsule shortly before Friday's launch in Albuquerque, N.M. He finished the day in a hospital bed, listed in serious condition.",,,,Copyright 1998 The Austin American-Statesman
,balloon,Rutan,mile,around,hour,hit,tank,Melton,nonstop,end,parachute,craft,fuel,flight,friday,land,later,propane,air,world,balloonist,ground,near,force,abandon,rip,mph,wind,cactus,try,aviation,fire,plane,a.m.,lift,helium,foot,team,fly,Dave,around_the_world,suppose,"20,000",voyage,trip,bumpy,landing,pilotless,carry,explosive,float,freely,eight,border,go,fine,sudden,boom,news,conference,ship,develop,look,we,trouble,morning,100,thier,journey,apart,southeast,n.m.,rutan,suffer,bloody,puncture,wound,nose,cheek,still,pull,needle,face,wire,fence,area,hospitalize,serious,condition,dislocate,hip,ankle,consider,surface,strong,airborne,something,highly,suspect
,15,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
