PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"November 21, 2011 Monday",1 of 81 DOCUMENTS,The Tampa Tribune (Florida),More than meets eye in climate debate,"ROBERT P. ROTH, Special to The Tampa Tribune",METRO; Pg. 12,,804 words,,,"November 23, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,temperature,warming,climate,fact,record,change,sense,resource,science,concern,regard,due,anthropogenic,urban,data,heat,time,average,daily,result,natural,source,Tampa,land_based,CO2,p.,roth,view,story,skeptic,research,past,take,far,suggest,majority,scientist,coal,cause,develop,way,look,question,ever,true,best,back,station,retention,global,precede,depict,trend,consider,much,gas,vapor,co2,emission,greater,energy,percent,renewable,face,thing,know,man_made,Muller,Land_based,special,tribune,nov,editorial,ignore,reference,physicist,suppose,conversion,support,addition,present,ap,wsj,version,republican,presidential,candidate,task,pronounce,skeptical,go,burn,oil,fossil,fuel,factor,rise,close,piece
,sinkhole,church,Florida,change,view,Obama,adoption,official,policy,child,Catholic,geology,due,sept,actually,overdevelopment,landform,limestone,dring,ground,game,face,financial,plan,right,tampa,gay,may,lead,homosexual,assumption,influence,mother,father,grow,FDR,Tampa_Tribune,gasp,read,comment,concern,rise,naturally,occur,phenomenon,rather,lawyer,next,payday,controversy,glan,legislative,specialist,need,take,science,course,geological,pattern,thanks,climate,karst,burden,severe,intensify,brittleness,vulnerability,area,close,surface,especially,susceptible,last,decade,endure,increase,well,pump,vibration,heavy,traffic,numerous,excavation,artificial,retention,pond,intense,rain,storm,arise,water,line,break,road,construction,already,compromise,ripe,p.
,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 7, 2011 Wednesday",29 of 81 DOCUMENTS,The Tampa Tribune (Florida),TV documentary recalls Pearl Harbor,"Walt Belcher, The Tampa Tribune",METRO; Pg. 2,,561 words,,,"December 8, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,attack,Pearl_Harbor,documentary,roosevelt,war,daughter,planet,Roosevelt,federal,might,president,d.,detail,make,history,interesting,new,pearl,harbor,tonight,film,1941,today,base,network,second,may,debut,former,night,join,report,show,freeze,episode,Japanese,Franklin,History_Channel,NBC,Middle,belcher,immediately,sneak,government,fear,realize,car,run,buy,law,time,prohibit,administration,spend,750,automobile,ask,declare,borrow,1928,armored,cadillac,seize,vehicle,gangster,convict,income,tax,evasion,small,odd,fact,hour,full,debute,recall,happen,dec.,mark,70th,anniversary,surprise,military,installation,action,plunge,country,world,ii,book,fdr,lead,nation,consultant,another,adviser,feel,speech,short
,6,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 22, 2011 Tuesday",30 of 81 DOCUMENTS,The Tampa Tribune (Florida),'Roadblock' or sprawl manager?,"MIKE SALINERO, The Tampa Tribune",METRO; Pg. 1,,1278 words,,,"February 28, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,DCA,plan,state,county,review,growth,agency,department,development,local,developer,project,law,comp,Florida,big,business,supporter,area,government,city,decision,change,urban,resident,Scott,job,real,estate,process,without,secretary,approve,management,make,guide,delay,case,may,amendment,interest,appeal,rural,spring,Community_Affairs,Bennett,gov,economic,manage,country,percent,governor,yet,traffic,environmental,school,recently,way,think,creation,grow,1985,act,time,town,sure,sewer,water,environmentally,land,require,draw,comprehensive,give,best,public,official,every,group,deal,problem,build,contribute,pull,agree,need,line,valuable,allow,everglade,administrative,court,prevail,challenge,argue,rule,commissioner,citizen,staff
,20,15,13,12,11,10,8,8,8,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 6, 2011 Sunday",35 of 81 DOCUMENTS,The Tampa Tribune (Florida),Blissful boot camp,"MICHELE SAGER, The Tampa Tribune",BUSINESS; Pg. 1,,872 words,,,"March 8, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,fitness,vacation,resort,people,luxury,offer,package,shape,beach,morning,vacationer,trip,program,camp,life,change,traveler,sweat,travel,boot,type,company,workout,something,look,photo,Don,Getaway_Fitness,take,seem,every,run,popular,industry,fanatics,plan,activity,provide,getaways,ago,combine,grueling,back,happen,boost,golf,guest,stay,typically,trainer,five,hour,include,try,scenic,work,level,think,usually,start,fit,interest,hotel,may,center,sign,many,tampatrib.com,Tampa_Tribune,CeSar_Beach_Resort,San_Diego,Don_CeSar,Walker,Keller,Texas,St._Pete_Beach,allow,away,sager,st,pete,shadow,milling,crisp,air,sipping,coffee,pool,deck,strolling,group,notice,surround,twist,face,clench,fist,grunt,moan
,19,13,8,8,6,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 10, 2011 Tuesday",39 of 81 DOCUMENTS,The Tampa Tribune (Florida),BRIEFS,From staff and wire reports,BUSINESS; Pg. 8,,968 words,,,"May 11, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,percent,may,monday,U.S.,NEW_YORK,increase,quarter,report,rise,price,company,accord,fuel,stake,traveler,help,sale,workshop,homeowner,home,renewable,power,fiat,government,industry,april,new,tank,truck,hertz,business,billion,last,largest,hp,plan,Chrysler,Avis,Dollar_Thrifty,hold,share,detail,call,underwater,worth,fall,estimate,remain,source,energy,much,trillion,investment,2011,end,acquire,option,repay,debt,strap,agency,look,offer,production,jump,reactor,megawatt,compile,online,laptop,design,release,tablet,sysco,acquisition,food,restaurant,beat,revenue,coffee,Zillow,Bloomberg,Hewlett_Packard,tampa,rep.,kathy,castor,host,sixth,assistance,schedule,saturday,a.m.,p.m,4401,w.,cypress,st,representative
,17,9,7,7,7,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 8, 2011 Wednesday",40 of 81 DOCUMENTS,The Tampa Tribune (Florida),Greater Brandon Chamber of Commerce chair,"DEREK MAUL, Special correspondent",BRANDON; Pg. 32,,649 words,,,"June 9, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,business,chamber,snively,member,insurance,chair,make,new,still,people,agency,community,family,agent,networking,2001,service,Commerce,Snively,wear,hat,town,four,board,involved,great,right,person,best,much,know,opportunity,study,2011,membership,benefit,possible,move,open,state,farm,incredible,live,around,percent,melissa,Greater_Brandon,FishHawk,correspondent,lot,mom,professional,scout,den,leader,roll,sleeve,climate,committed,entrepreneur,commitment,commerce,emerge,understanding,work,put,expect,ambassador,committee,soon,join,idea,feel,welcome,let,give,full,circle,primarily,foster,relationship,internet,show,time,purchase,goods,goal,include,retention,growth,sure,provide,highest,course,look,different,"1,400",hope,recover
,8,7,7,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 20, 2011 Monday",41 of 81 DOCUMENTS,The Tampa Tribune (Florida),GOP hopefuls defend pasts,"WILLIAM MARCH, The Tampa Tribune",METRO; Pg. 1,,1516 words,,,"June 22, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,conservative,Hasner,LeMieux,right,plan,Haridopolos,party,Senate,primary,state,candidate,moderate,political,tea,crist,tax,campaign,Crist,race,former,voter,leader,republican,back,pass,2009,go,leave,bill,record,response,cap_and_trade,position,hasner,budget,make,initiative,president,increase,office,interview,program,serve,U.S.,Medicare,push,last,answer,support,tie,include,billion,move,look,2008,never,take,stimulus,proposal,propose,everglade,legislative,cut,Florida,Smith,Legislature,Medicaid,climate,senate,become,three,policy,gop,majority,oppose,contends,past,legislation,promise,talk,show,agenda,charlie,refuse,revamp,help,fee,turn,may,general,skew,give,public,video,restoration,land,purchase,call,big
,14,12,11,10,10,10,8,8,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 7, 2011 Thursday",42 of 81 DOCUMENTS,The Tampa Tribune (Florida),Garbage trucks might go green,"RACHEL PLEASANT, The Pasco Tribune",PASCO; Pg. 1,,549 words,,,"July 8, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,gas,natural,truck,choice,company,station,fuel,site,refuel,city,compress,Choice,vehicle,environmental,service,diesel,use,operation,Dade_City,Sage,garbage,quiet,purchase,central,carting,disposal,refuse,state,bring,technology,partner,begin,alternative,thing,still,produce,build,area,percent,tampatrib.com,photo,Dade,City_based,Pasco,Fort_Lauderdale,hauler,roll,run,pleasant,zephyrhill,think,typical,word,clean,normally,mind,change,last,contract,several,pasco,municipality,ideal,already,equipment,facility,employee,hopefully,dade,county,enthusiastic,executive,vice,president,own,swisher,hygiene,2008,search,expensive,look,lot,hybrid,available,combination,hydraulic,electric,problem,source,whether,electrical,whatever,generation,require,better,we,drill,pipe,landfill
,13,12,7,7,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 10, 2011 Sunday",43 of 81 DOCUMENTS,The Tampa Tribune (Florida),Time to plow under farming subsidies,,VIEWS & NEWS; Pg. 2,,603 words,,,"July 13, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,agriculture,farm,farmer,subsidy,support,Congress,federal,spend,member,budget,money,make,price,hobby,food,Putnam,national,give,old,cut,government,billion,although,taxpayer,seem,crop,next,payment,economy,percent,population,need,business,important,big,House,negotiation,raising,debt,ceiling,lawmaker,chance,reshape,nation,fiscal,picture,take,republican,concession,democrat,turn,acquiesce,revenue,enhancement,except,dour,economic,climate,reformer,serious,trimming,future,deficit,place,start,subsidize,include,hurt,pittance,kind,expense,gall,poise,change,inconceivable,share,sacrifice,thus,party,prepare,reduce,giveaway,think,write,decade,committee,last,redoubt,congressional,bipartisanship,liberal,conservative,united,beat,back,outside,attempt,ten,annually
,9,8,8,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 23, 2011 Sunday",46 of 81 DOCUMENTS,The Tampa Tribune (Florida),Airport chief gets passing grade,"TED JACKOVICS, The Tampa Tribune",METRO; Pg. 1,,1268 words,,,"October 26, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,Lopano,airport,new,Tampa,service,board,take,executive,flight,authority,add,program,airline,incentive,public,assess,raise,worth,business,economy,time,july,effort,pay,aviation,session,fort,marketing,budget,management,plan,last,help,air,create,run,continue,international,fly,hour,position,Tampa_Tribune,may,tampa,discussion,propose,chief,draft,pick,contract,go,potential,member,dallas,former,increase,driver,economic,growth,region,week,change,promise,include,recruiting,destination,top,main,terminal,airlines,2011,local,move,lot,team,many,require,success,charter,development,demand,become,market,example,job,attract,real,expect,face,draw,official,strike,decide,presentation,travel,swing,august,advertise,initial
,19,16,9,9,8,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 4, 2011 Sunday",47 of 81 DOCUMENTS,The Tampa Tribune (Florida),OBITUARIES,,TRIB2; Pg. 4,,3121 words,,,"December 6, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,2011,december,pass,Tampa,family,away,survive,fla,november,daughter,service,hold,husband,loving,member,love,a.m.,memorial,sister,bear,friend,make,ol,lieu,flower,brother,life,death,son,many,die,grandchild,wife,donation,nephew,niece,p.m.,precede,Andrew,fla.,jr.,three,saturday,graduate,may,predeceased,tuesday,monday,mother,father,survivor,Robert,LifePath_Hospice,Brandon,live,church,four,interment,degree,work,813,august,king,vi,take,place,child,great_grandchildren,Henry,wednesday,1931,devote,grandson,celebration,time,nurse,school,please,serve,numerous,gift,request,area,age,october,include,leave,contribution,a.,parent,home,alday,late,car,warren,Phyllis,Joanne,Hillsborough_High_School,Tampa_Tribune
,46,32,27,27,23,22,21,20,18,16,16,15,14,13,12,12,11,11,11,10,10,10,10,10,10,10,9,9,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"January 5, 2011 Wednesday",48 of 81 DOCUMENTS,The Tampa Tribune (Florida),New governor bold but hazy,,METRO; Pg. 10,,493 words,,,"January 20, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,Scott,state,promise,tax,government,Florida,economic,leave,less,cut,policy,take,office,plan,make,look,florida,work,campaign,regulation,regulatory,rule,speak,political,percent,project,mind,rate,vote,run,reality,upon,tuesday,gov,show,we,miracle,wonder,precisely,happen,leadership,already,ahead,win,second,term,world,exciting,place,live,key,repeat,theme,simply,lower,fewer,litigation,immediately,create,fiscal,accountability,reform,weed,unnecessary,unpolished,sincerity,doubt,determine,bone,feel,guess,perhaps,inexperience,share,colorful,anecdote,style,help,uneasy,population,better,picture,approval,rating,mere,suggest,vague,attack,foster,confusion,confidence,warm,fuzzya,charlie,crist,often,bold,hazy,tell
,10,7,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 9, 2011 Saturday",49 of 81 DOCUMENTS,The Tampa Tribune (Florida),OBITUARIES,,TRIB2,,1377 words,,,"April 11, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,april,2011,survive,family,Tampa,die,pass,daughter,p.m.,away,son,loving,service,sister,funeral,love,friend,many,fla,grandchild,flower,take,place,saturday,brother,Madge,bear,husband,a.m.,six,donation,later,fla.,nephew,madge,include,member,bridge,mother,may,813,visitation,Blount,crew,lieu,please,make,home,give,special,thanks,date,child,chapel,michel,727,miss,graduate,school,meet,move,1954,1960,volunteer,several,play,enjoy,buc,game,death,niece,loyal,go,friday,memorial,suite,wife,stepchild,jame,wednesday,today,va.,international,banker,throughout,survivor,ave.,ol,march,view,work,Wesley_Chapel,great_grandchildren,Mark,Lundquist_FH,James_Walter_Dulin,Grand_Court,CURRY,ROEL
,26,24,17,16,11,10,9,9,9,8,8,8,8,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 4, 2011 Wednesday",51 of 81 DOCUMENTS,The Tampa Tribune (Florida),Strawberry Crest's IB status opens doors,"EMILIE PLANTS, Special correspondent",PLANT CITY; Pg. 10,,973 words,,,"May 5, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,student,ib,school,world,photo,instructor,program,go,take,baccalaureate,higher,hope,sophomore,advanced,placement,enjoy,leave,Strawberry_Crest_High_School,Strawberry_Crest,education,learn,lot,challenge,high,place,work,study,class,international,MIT,parent,open,pursue,science,fair,statewide,become,help,well,status,join,principal,write,make,rigorous,testing,system,attend,set,know,teacher,home,teach,perspective,much,coordinator,look,college,four,love,kid,caring,helpful,band,passion,feel,thing,play,algebra,ii,EMILIE,Brown,Kett,Tiffany_Ewell,Estella_Cubano,Cubano,Beriswill,Brian_Do,Joshua_Cockream,plant,special,correspondent,dover,part,personal,pursuit,dream,move,follow,war,struggle,spot,crest'sinternational,door,opportunity,score,win,recent,hillsborough
,16,15,9,8,8,7,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 21, 2011 Saturday",53 of 81 DOCUMENTS,The Tampa Tribune (Florida),Those 4 little words,"GARY BARG, Special correspondent",4YOU; Pg. 23,,279 words,,,"May 23, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,word,gary,set,caregiver,barg,family,use,love,whenever,special,correspondent,three,little,need,disposal,frequently,possible,obvious,romantic,course,can,enough,add,smile,warm,hug,good,measure,longtime,reader,already,know,second,supervisor,must,unfailingly,fearlessly,necessary,work,wonder,face,unreasonable,roadblock,care,recently,expand,caregive,vocabulary,turn,extremely,frustrated,answer,question,mother,live,disease,session,respond,angrily,mom,understand,anything,anger,daughter,voice,chance,speak,husband,wise,man,indeed,take,aside,follow,four,unimportant,thing,happen,make,we,lose,perspective,phrase,matter,founder,today,magazine,www.caregiver.com,author,host,conference,hold,nationwide,include,event,contact,caregiver.com,copyright,©
,5,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 25, 2011 Wednesday",54 of 81 DOCUMENTS,The Tampa Tribune (Florida),Memorial Day setup,"SARAH LONGWELL, Special To The Tampa Tribune",METRO; Pg. 14,,531 words,,,"May 26, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,driver,checkpoint,fatality,police,catch,dangerous,summer,drink,end,roadblock,far,state,mark,barbecue,street,officer,road,hand,fail,net,drunk,location,beer,percent,level,seven,percentage,alcohol,way,behavior,DUI,American_Beverage_Institute,unofficial,start,neighborhood,block,party,backyard,bring,camaraderie,every,corner,warm,evening,careful,take,advantage,activity,single,run,afoul,tone,spend,rest,fight,charge,matter,legal,limit,obey,rule,recite,alphabet,backward,might,night,jail,black,drive,record,increasingly,popular,tool,local,fund,special,grant,federal,government,typically,stop,hundred,frequently,ticket,break,taillight,expire,tags,technology,drunken,know,however,bar,buddy,app,trapster,utilize,warn,hard
,10,8,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 9, 2011 Tuesday",56 of 81 DOCUMENTS,The Tampa Tribune (Florida),Kicking off a new high school season,A Tribune staff report,SPORTS; Pg. 3,,1387 words,,,"August 10, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,practice,coach,player,team,field,last,go,monday,play,season,kicker,feely,photo,staff,every,time,good,junior,football,quarterback,new,have,senior,receiver,grow,know,back,varsity,kid,credit,ward,BILL,prep,goal,defensive,include,start,offensive,miss,work,injury,thing,really,position,return,believe,afternoon,punt,right,show,school,take,Hiscock,Gottman,Feely,Allison,Turner,several,begin,coordinator,tampa,catholic,morning,lineman,bit,eager,kick,use,huddle,teammate,anything,great,group,something,feel,special,district,despite,game,pull,still,lot,offseason,battle,line,week,end,minute,run,punter,nick,sideline,top,tom,break,brother,jay,excited,spoto
,12,11,10,8,8,8,8,7,7,7,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 11, 2011 Sunday",57 of 81 DOCUMENTS,The Tampa Tribune (Florida),A reflection and appreciation,CHIP DIEHL,VIEWS & NEWS; Pg. 1,,1261 words,,,"September 13, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,nation,remember,sept,support,operation,wounded,coalition,past,we,many,attack,respond,protect,fight,America,Afghanistan,suffer,together,freedom,may,family,stand,guard,photo,Pentagon,diehl,2001,loss,life,forever,americans,member,pray,building,much,always,die,endure,provide,ever,continue,project,force,deploy,ship,international,great,send,road,Iraq,reflection,mention,help,heart,memory,write,capture,people,hold,medical,foremost,countless,include,tragic,way,important,reflect,live,appreciate,cherish,call,sacrifice,equally,heroes,man,return,special,around,wave,flag,every,love,military,responder,care,team,survival,pledge,must,world,trade,flight,engage,unit,allow,largest,coast,today,serve
,10,8,8,8,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 9, 2011 Sunday",58 of 81 DOCUMENTS,The Tampa Tribune (Florida),Dali special,"CURTIS ROSS, The Tampa Tribune",METRO; Pg. 1,,915 words,,,"January 17, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,museum,new,project,city,2008,open,support,Art,Iorio,cultural,center,million,funding,private,fund,economic,make,Tampa_Museum,Museum,area,move,home,2009,place,still,completion,art,crisis,cover,well,money,infrastructure,time,people,partnership,photo,Glazer_Children,Tampa,St._Petersburg,Roberts,dali,stock,market,financial,director,go,major,downtown,facility,expansion,hit,hard,mayor,pam,iorio,county,provide,secure,grant,donation,bed,tax,spend,give,need,plan,end,lydecker,may,key,president,history,take,longer,good,never,part,quality,live,agree,tampatrib.com,Tampa_Tribune,Fine_Arts,Dali,Pinellas_County,public_private,CEO,Glazer_Family_Foundation,stroke,bleak,economy,diminish,shine,include,ross,ampa,juxtaposition,surrealist,might
,13,9,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"January 24, 2011 Monday",60 of 81 DOCUMENTS,The Tampa Tribune (Florida),"Rubio may be at center of tug-of-war between Republicans, tea party","WILLIAM MARCH, The Tampa Tribune",METRO; Pg. 1,,774 words,,,"January 28, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,party,tea,caucus,Rubio,leader,trip,sen,join,consider,McConnell,new,freshman,include,member,Ornstein,rubio,candidate,senator,go,political,may,former,provide,photo,marco,struggle,whether,intend,newly,form,meanwhile,travel,boost,use,office,movement,goal,make,sure,people,republican,freshmen,likely,recruiting,invitation,news,tampatrib.com,Tampa_Tribune,Republican,U.S._Senate,R_Ky.,Afghanistan,Pakistan,Congress,Ayotte,Johnson,march,tampa,florida,center,impend,establish,faction,prime,four,choose,covet,slot,help,profile,congressional,charge,often,build,alliance,colleague,expert,note,run,decline,label,although,speak,positively,lead,advocate,among,nationwide,proud,relationship,share,commitment,attack,debt,defend,free,enterprise,system,restoring
,14,13,8,8,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 2, 2011 Wednesday",61 of 81 DOCUMENTS,The Tampa Tribune (Florida),Greetings from Florida,,METRO; Pg. 10,,236 words,,,"February 8, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
