PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"December 3, 1997, Wednesday",1 of 145 DOCUMENTS,The Tampa Tribune (Florida),The usual globaloney,JEFF JACOBY,"NATION/WORLD, Pg. 15",,882 words,,,"December 4, 1997",ENGLISH,,,"SIGNATURE
,gas,greenhouse,world,warming,global,scientist,carbon,level,hot,around,economic,effect,atmosphere,heat,exist,climate,dioxide,society,fossil,fuel,natural,temperature,rise,human_made,Earth,burn,question,expect,trap,sun,planet,leader,reach,summit,percent,current,continue,next,century,create,power,life,author,degree,science,real,accomplish,emission,many,renewable,might,work,new,cycle,cool,refer,absorb,Gelbspan,collar,beginning,today,160,nation,meet,address,age,curtail,without,anarchy,nobody,easy,solution,certain,lead,gradual,everyone,agree,problem,differ,call,professor,chemistry,citizen,hold,accountable,strong,treaty,goal,international,reduce,output,particularly,increase,last,200,trend,double,glitch,electric
,10,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 11, 1997, Sunday",12 of 145 DOCUMENTS,The Tampa Tribune (Florida),Hard work is paying off for small businesses,CHERYL JACKSON; of The Tampa Tribune,"SPECIAL, Pg. 32",,1242 words,,"Small businesses report a better business climate in Hillsborough this year than last, according to a chamber survey.","May 21, 1997",ENGLISH,,,"PHOTO 4; CHART 2,  From left, Gil D'Amore, David Swift and Mike Kline joined forces to create A World of Maps in Tampa. The small business offers local, national and global maps from nautical to geographical street-finders. The company also will create custom maps.  KAREN FLETCHER, Tribune photo
NOTES: SIGNIFICANT OTHERS TRIBUNE 50",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,business,percent,company,service,revenue,small,total,hire,survey,start,need,employee,product,paperwork,accord,chamber,owner,home,entrepreneur,source,'96,million,manufacture,inc,last,grow,firm,computer,qualify,lot,many,local,often,better,climate,continue,problem,money,loan,change,health,consumer,manufacturer,care,much,help,sale,offer,make,job,fill,high,form,state,information,red,tape,industry,dixon,poll,respondent,lead,performance,find,savings,bank,among,center,client,involved,agency,go,work,willing,back,always,printing,think,people,pay,benefit,chart,top,industrial,goods,rank,'95,name,description,medical,nordby.com,boulder,Carmena,Florida,Chamber_Mason,Commerce,Williams,West_Central_Florida,Rank_Company
,24,18,12,10,8,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 27, 1997, Saturday",13 of 145 DOCUMENTS,The Tampa Tribune (Florida),Is it global warming or just a lot of hot air?,,"NATION/WORLD, Pg. 15",,556 words,,,"December 28, 1997",ENGLISH,,,,,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,global,warming,climate,claim,many,actually,activity,science,environmental,activist,temperature,computer,model,C02,age,apparently,change,evidence,report,real,human,influence,consider,graduate,extensive,scientific,seize,upon,though,far,political,gain,support,climatologist,degree,rise,satellite,unfortunately,ocean,etc,garbage,reading,creep,interesting,release,billion,ton,per,one_half,IPCC,undergone,early,ice,vike,mild,fertile,land,barren,icebox,address,question,extent,phenomenon,always,good,environmentalist,environmentalism,become,religion,instead,engineering,post,work,qualified,matter,judge,comment,illiterate,hypothese,professor,emit,atmosphere,lead,test,weak,hypothesis,impressionable,gore,schtick,career,mobilize,force,moral,crusade,save,planet,capital,scientist,theory
,7,6,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 22, 1997, Sunday",14 of 145 DOCUMENTS,The Tampa Tribune (Florida),"State constitution needs revision, especially in process of initiatives",,"COMMENTARY, Pg. 2",,862 words,,,"June 23, 1997",ENGLISH,,,,,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,state,constitution,change,member,collect,reform,initiative,voter,casino,group,signature,fraud,require,allow,120,House,gov,citizen,ought,idea,legislature,solicitor,petition,pay,name,might,people,sort,make,law,four,well,go,representative,district,Florida,work,place,current,system,never,industry,money,1994,every,gather,sign,still,political,public,appeal,something,ballot,take,may,lot,amount,large,seem,constitutional,suggest,include,former,smaller,Constitutional_Revision_Commission,set,point,particularly,apt,direction,toward,process,referendum,device,much,abuse,certainly,able,enact,satisfaction,devise,1968,envision,manipulate,twist,instance,consider,calculation,witness,subversion,grand,ideal,civic,participation,object,hire,army,mercenary,result
,10,7,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 9, 1997, Tuesday",18 of 145 DOCUMENTS,The Tampa Tribune (Florida),U.S. willing to cede ground on greenhouse gas emissions,,"NATION/WORLD, Pg. 5",,393 words,,,"December 10, 1997",ENGLISH,,,,,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,emission,U.S.,gas,warming,agreement,offer,cut,global,negotiator,report,team,greenhouse,fuel,negotiation,new,propose,president,plan,reduce,give,control,energy,monday,flexibility,conference,believe,set,dioxide,Clinton,Climate_Change_Treaty,intense,climate,originally,combate,tuesday,delegate,percent,deeper,previously,envision,1990,level,2012,complain,little,achieve,compromise,however,understatement,official,continue,freer,hand,early,today,progress,final,intensive,talk,piece,together,historic,accord,use,protect,planet,21st,century,visit,vice,al,gore,announce,increase,negotiate,end,standoff,deeply,meeting,deputy,prime,minister,sound,optimistic,conclude,successfully,wednesday,lead,political,reach,difference,bridge,still,must,nail,another,major,feature,commitment
,6,6,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 11, 1997, Thursday",19 of 145 DOCUMENTS,The Tampa Tribune (Florida),Nations agree to reduce globe-warming emissions,ROBERT A. RANKIN ; of Knight-Ridder Newspapers,"NATION/WORLD, Pg. 1",,646 words,,,"December 12, 1997",ENGLISH,,,,,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,treaty,emission,nation,U.S.,cut,energy,United_States,gas,country,meet,percent,agreement,accord,greenhouse,world,change,economy,term,administration,target,Japan,uncertainty,among,industrialize,participate,make,profound,prospect,warn,proponent,huge,example,ambitious,environmental,goal,industrialist,achieve,begin,signing,efficiency,standard,1990,level,bind,biggest,new,economic,impact,credit,shut,plant,Senate,European_Union,Clinton,battle,global,warming,abound,exhaust,bitterly,divide,delegate,climate,summit,reach,historic,early,morning,agree,substantial,leave,next,contentious,issue,whether,poorer,draft,require,third,rich,way,use,harm,prompt,never,ratify,many,key,vague,remain,work,enforcement,mechanism,sure,frenzy,marathon,bargaining,week,join
,10,9,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 3, 1997, Monday",28 of 145 DOCUMENTS,The Tampa Tribune (Florida),"A young, restless Seay",KEVIN WELLS; of The Tampa Tribune,"SPORTS, Pg. 1",,1732 words,,Transformations on the mound and in life could lead Tampa Bay Devil Rays pitcher Bobby Seay to baseball stardom.,"February 4, 1997",ENGLISH,,,"PHOTO 2 (1C); CHART; SIGNATURE (C),  Bobby Seay ""went from a being a kid to a man"" in 1996. Tribune file photo",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,Seay,go,pitch,Dworken,game,last,pitcher,time,look,Sarasota,seay,mound,team,home,baseball,kid,Bobby_Seay,left_handed,ball,voice,take,change,scout,batter,level,friend,people,think,draft,life,never,state,play,stupid,wear,car,million,devil,ray,give,listen,1996,mph,run,coach,drive,leave,money,joke,hear,break,thing,another,back,catch,strike,championship,cap,lot,corner,really,have,hate,business,Bobby,pete,damn,catcher,command,ever,fierce,head,may,prep,earlier,season,fastball,hit,transformation,speak,intensity,recently,arrest,marijuana,show,consider,laugh,fail,lose,new,softly,man,way,world,strange,fun,guy,field,face
,23,11,9,8,7,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 26, 1997, Wednesday",29 of 145 DOCUMENTS,The Tampa Tribune (Florida),"Take on new role, United Way told",MICHELE DRAYTON; of The Tampa Tribune,"SOUTH TAMPA, Pg. 1",,569 words,,The national head of the United Way comes to town and urges the local agency to take a lead role in solving problems in the community.,"February 27, 1997",ENGLISH,,,"PHOTO,  Paula Harper Bethea, United Way national board chairwoman, third from left, talks with, from left, Tim Guzzle, Kim Scheeler, Bernie Barton, B.  Crane and Bill McBride during a board of directors luncheon meeting. GARY RINGS, Tribune photo",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,chair,United_Way,agency,local,community,organization,must,change,recognize,new,board,leader,Tampa,move,national,annual,thing,role,volunteer,time,build,government,need,business,million,give,whose,employee,Hillsborough_County,Bethea,go,forward,center,effort,improve,chairwoman,tuesday,address,crowd,300,luncheon,heap,praise,challenge,rest,laurel,longer,hope,expect,broker,charity,staff,supporter,invest,money,labor,love,reinvest,dividend,better,maintain,cut,back,face,grow,social,climate,lead,way,establish,partnership,private,sector,extremely,focus,building,convenerand,around,issue,opportunity,heretofore,crisis,intervention,prevention,appear,step,program,vision,bring,together,resolve,urgent,human,simple,word,foundation,action,1996,accomplishment
,8,7,6,6,5,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 4, 1997, Saturday",31 of 145 DOCUMENTS,The Tampa Tribune (Florida),"Public housing overhaul; Tampa, St. Pete awarded grants",MICHELE DRAYTON; of The Tampa Tribune,"FLORIDA/METRO, Pg. 1",,1004 words,TAMPA,,"October 5, 1997",ENGLISH,,,"PHOTO (3C); MAP (C),  (C) (Map) College HIll and Ponce De Leon",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,public,housing,Tampa,million,resident,city,go,authority,new,dream,friday,grant,project,federal,unit,start,dirty,Milligan,give,move,apartment,private,32.5,change,petersburg,job,create,plan,development,include,neighborhood,call,people,we,community,have,agency,office,economic,Ponce,HOPE_VI,College_Hill,Noriega,de,complex,outside,can,place,largest,house,home,st,receive,money,south,training,1940,construction,develop,lack,director,wait,local,make,business,sector,problem,put,paint,still,bus,former,deliver,five,talk,work,Tampa_Housing_Authority,Jordan_Park,live,decade,mean,fad,blue,sandwich,other,leon,choose,free,noise,close,door,shut,decent,kind,closer,reality,demolish,face,poor
,12,12,10,8,8,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 27, 1997, Monday",35 of 145 DOCUMENTS,The Tampa Tribune (Florida),Business tax cuts pushed,GADY A. EPSTEIN; of The Tampa Tribune,"FLORIDA/METRO, Pg. 1",,756 words,,"With a Legislature controlled by pro-business lawmakers, Florida businesses could reap the ultimate rewards of welfare reform.","January 28, 1997",ENGLISH,,,,,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,tax,business,state,welfare,break,job,lower,Florida,new,time,cut,exemption,million,give,need,create,billion,economic,reform,look,legislature,recipient,hundred,lawmaker,change,line,many,sen,stronger,nearly,stock,bond,include,already,150,nation,economist,budget,propose,couple,make,growth,suggestion,ostalkiewicz,another,Republican,Senate,Chiles,Ostalkiewicz,early,yet,appear,potentially,big,winner,lead,republican,hellbent,stomp,argue,political,imperative,government,push,roughly,"120,000",unemployed,market,along,thousand,applicant,act,quickly,short,accomplish,lot,chairwoman,timing,rich,sweet,nationwide,press,politician,proudly,call,result,agenda,clear,priority,committee,bottom,vote,anything,chairman,mean,subcommittee,end,economy,better
,30,9,8,7,7,6,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 1, 1997, Saturday",36 of 145 DOCUMENTS,The Tampa Tribune (Florida),CarMax cranks up for opening Monday,JEROME R. STOCKFISCH; of The Tampa Tribune,"BUSINESS & FINANCE, Pg. 1",,569 words,,"With a new approach toward used car sales, Circuit City's mammoth CarMax lot opens its doors Monday in Tampa.","February 2, 1997",ENGLISH,,,"PHOTO (2C); MAP (C),  (C) (Map) CARMAX VAUGHN HUGHES, Tribune map",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,lot,CarMax,buy,Yska,new,car,vehicle,open,fit,giant,seven,plan,computer,employee,sale,traditional,way,massive,inventory,honesty,general,need,100,spend,use,buyer,change,recognize,business,price,local,autonation,nationwide,site,enough,used_car,Tampa,no_haggle,kiddie,playground,nearly,assemble,bug,work,kiosk,blindfolded,stagger,around,center,lead,newly,trust,colleague,preparation,superstore,a.m.,monday,interstate,275,north,official,vow,turn,experience,pricing,focus,openness,customer,pressure,location,manager,care,satisfy,apply,final,week,400,other,wander,exercise,describe,climate,fad,vision,male,comb,squar,negotiation,demand,efficiency,seller,point,study,suggest,woman,make,percent,decision,sense
,7,7,6,6,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 11, 1997, Tuesday",38 of 145 DOCUMENTS,The Tampa Tribune (Florida),Kruger's through hustling,JOEY JOHNSTON; of The Tampa Tribune,"SPORTS, Pg. 1",,2252 words,,"Former Florida coach Lon Kruger now thrives at Illinois, where his NCAA Tournament-bound team enjoys booming fan interest.","March 12, 1997",ENGLISH,,,"PHOTO (2C); CHART,  (C) Lon Kruger gets his point across to an official at his new home at Assembly Hall in Champaign. ROBERT K. O'DANIELL, University of Illinois photo",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,coach,Kruger,Florida,basketball,Illinois,program,go,season,player,time,kruger,last,uf,Foley,football,recruiting,still,gator,good,leave,team,great,University,Gainesville,Lon,make,we,maybe,fight,UF,different,play,fan,interest,final,four,tell,new,commitment,happen,never,always,take,Illini,Final_Four,memory,average,place,six,contract,move,decision,conference,assistant,feel,director,best,guenther,every,duplicate,achievement,need,hire,state,resource,Lon_Kruger,Iowa,Charlotte,Gators,NCAA_Tournament,Notree,winter,seem,bad,really,champaign,fall,life,remain,call,similar,run,big,row,seat,five,march,family,without,predict,particularly,whose,root,lateral,major,term,1990,meet,accept
,28,24,16,15,15,14,11,11,10,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 27, 1997, Thursday",39 of 145 DOCUMENTS,The Tampa Tribune (Florida),Gasparino feeling peachy in Oklahoma,Joey Knight,"PLANT CITY, Pg. 6",,494 words,,,"March 28, 1997",ENGLISH,,,"SIGNATURE
NOTES: COLLEGIANS",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,Gasparino,coach,hit,new,leave,baseball,season,game,home,run,second,player,attitude,seek,play,Georgia,unlike,thing,appear,transfer,last,release,scholarship,cowboy,fresh,start,every,baseman,team,big,holliday,six,pound,school,win,change,really,next,option,basketball,Cowboys,state,peachy,fruit,labor,peach,basket,proportion,1995,jesuit,graduate,summer,miserable,freshman,end,fire,veteran,223,four,rbis,webber,replace,junior,college,legend,lease,life,give,reciprocate,fast,homer,enter,week,conference,turn,ball,go,kind,guy,field,think,yet,delight,infielder,steal,basis,eight,attempt,double,852,slugg,percentage,among,everyday,overall,lot,different,180,hitter
,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 12, 1997, Saturday",40 of 145 DOCUMENTS,The Tampa Tribune (Florida),Lakewood part of U.S. soil project,KATHLEEN BEEMAN; of The Tampa Tribune,"PINELLAS, Pg. 1",,437 words,,Lakewood High School is among five schools selected worldwide to gather soil data for use by a NASA researcher.,"April 13, 1997",ENGLISH,,,"PHOTO 2(1C),  Jason Albritton, left, Shauntae Davis and Jessica Tonzola check the pH level of a soil sample.  NEIL McGAHEE, Tribune photo",,,,Copyright 1997 Times Publishing Company                               All Rights Reserved
,student,soil,school,data,ecology,use,class,samples,gather,moisture,program,Levine,warren,dig,measure,learn,select,help,sampling,researcher,temperature,make,thing,condition,weight,record,internet,climate,past,effort,Lakewood,Weingart,GLOBE,demetrice,know,assignment,exercise,100,scientist,among,five,worldwide,plan,compare,satellite,image,show,examine,global,warming,effect,exciting,junior,fun,science,teacher,club,area,sand,pine,scrub,habitat,property,tray,sheet,metal,industrial,art,carefully,bag,label,recording,weigh,figure,much,bake,subtract,baked,raw,sophomore,center,assist,highly,sensitive,digital,equipment,accurate,measurement,finally,group,specialize,computer,wonderful,different,concept,kid,application,collect,reputation
,9,7,7,6,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
