PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"January 4, 2000, Tuesday",1 of 23 DOCUMENTS,The New York Post,'TEMP'ORARY SPRING ; COLD BACK TONIGHT AFTER HIGHS IN 60S,PAULA DONEMAN,All Editions; Pg. 011,,456 words,,,"January 4, 2000",ENGLISH,,,"IT MIGHT AS WELL BE...A couple enjoys a jog in the spring-like weather as an in-line skater whizzes past at West and Barrow streets in the Village yesterday -- a day that felt more like April than January.Helayne Seidman IN LU OF WINTER:Lulu, an English bulldog, plays a unusual game of catch with her owner, Jay Bernstein, yesterday in Washington Square Park.Helayne Seidman
,o'reilly,Heinz,company,Waterford_Wedgwood,business,make,take,independent,news,include,describe,turn,maker,group,move,still,time,Ireland,world,million,work,ceramics,goods,own,family,stock,price,newspaper,food,insist,chairman,three,ketchup,h.j,heinz,crystal,collect,art,six,yet,drive,interest,tell,post,kid,give,topic,enough,ago,ready,tony,already,look,good,acquisition,best,spend,mention,leather,consider,well,third,profit,plan,interested,really,another,peak,invest,money,global,leadership,play,golf,know,painter,greatest,Britain,Media,Irish,o',reilly,life,large,giant,majority,shareholder,mining,hotel,chain,string,supermarket,billionaire,big,important,recently,headline,around,pay
,10,10,9,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 30, 2000, Wednesday",5 of 23 DOCUMENTS,The New York Post,THE GRAY LADY'S ALL WET,,All Editions; Pg. 044,,330 words,,,"August 30, 2000",ENGLISH,,,"Come on in, the water's fine.",,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,water,ice,place,scientist,Times,fear,world,know,cover,pole,indeed,time,ago,summer,percent,open,century,write,section,New_York_Times,North_Pole,Arctic,massive,global,warming,melt,polar,cap,top,way,overblown,unjustified,course,story,paper,back,aug,prompt,report,mission,recently,discover,horror,patch,mile,wide,note,breathlessly,last,certain,awash,million,well,exactly,admit,much,modestly,article,typical,high,region,remain,moreover,piece,conced,probably,true,simple,glance,history,confirm,s.,fred,singer,former,director,u.,weather,satellite,service,monday,climate,warm,"1,000",settle,grow,crop,long,unusual,find,lead,fuss,couple,definite,agenda,opportunity,advance,discredited,politically
,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 23, 2000, Thursday",6 of 23 DOCUMENTS,The New York Post,STOP ALL STICK SCHTICK,Mark Everson,All Editions; Pg. 073,,868 words,,,"March 23, 2000",ENGLISH,,,"STICK IT TO 'EM: If NHL wants to put end to the stick-swinging that resulted in Donald Brashear (above, fighting with Marty McSorley) being leveled by shot to the face by McSorley, it must start by blowing the whistle on all stick infractions.  Associated Press",,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,stick,use,player,NHL,game,must,body,time,many,stop,play,foul,puck,call,severe,wrongful,start,restraining,matter,next,hook,penalty,trip,major,every,night,deliver,league,suspension,tool,allow,continue,eventually,head,hold,opponent,serious,become,sport,tell,conscience,big,slash,much,lead,part,ref,parade,another,deserve,stickwork,lumber,something,intentional,automatic,score,attention,hand,check,hit,good,instead,idea,back,ugly,three_minute,longer,regard,legitimate,defensive,way,stretch,crackdown,little,accountable,strike,determine,eliminate,irresponsible,lot,dirt,road,deepest,root,style,course,tactic,teach,fundamental,youngest,level,violate,rule,facemask,child,give,hesitate,know,right
,21,10,7,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 1, 2000, Tuesday",7 of 23 DOCUMENTS,The New York Post,TRAVELER'S UPDATE,Pucci Meyer,All Editions; Pg. 030,,298 words,,,"February 1, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,offer,tour,trip,call,package,hearing,production,theatre,access,project,per,include,double,occupancy,information,212,hotel,percent,discount,night,rate,start,JFK,ye,people,loss,enjoy,program,develop,development,fund,theater,deaf,hard,cost,"1,999",person,depart,march,via,lodging,performance,backstage,evening,sign,language,interpreting,ext,211,fantasy,romantic,think,town,far,find,warm,welcome,february,city,leap,love,stay,choice,breakfast,second,culture,pass,provide,attraction,three,top,salon,spas,couple,detail,888,www.gophila.com,real,special,event,plan,throughout,time,present,millennial,el,al,jerusalem,2000,952,price,airfare,five,accommodation,base,hertz,car,rental,unlimited
,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 4, 2000, Friday",8 of 23 DOCUMENTS,The New York Post,CATSKILLS GEM TO SPARKLE AGAIN,,All Editions; Pg. 011,,886 words,,,"August 4, 2000",ENGLISH,,,"The fight goes on: Boxing legend Muhammad Ali teams up with Michael J. Fox, a fighter in his own right, at yesterday's George magazine/Creative Coalition fund-raiser for Fox's Foundation for Parkinson's Research, at the Kenneth Cole store in Philadelphia.  Dave Allocca / DMI",,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,million,business,story,Cuba,go,buy,hotel,gambling,next,night,tell,old,Joy,last,nearby,start,golf,course,lead,new,place,think,sell,regis,week,sit,wife,know,try,live,star,ever,couple,back,work,seem,car,really,news,citarella,celebrate,supporter,bill,hospital,tomorrow,Catskills,Grossinger,Cappelli,Concord,Regis,Gilles,Elle,legendary,jewel,save,sort,bankruptcy,auction,10.35,rebuild,november,reveal,plan,lengthy,interview,squire,o'shaughnessy,put,150,redevelopment,budget,shortly,announce,partnership,world,hospitality,group,percent,raze,public,space,many,great,comic,restore,feature,o',shaughnessy,mention,popular,conception,tight,gov,inside,knowledge,casino,gamble,kind,money
,6,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 25, 2000, Friday",9 of 23 DOCUMENTS,The New York Post,VERIZON'S $5B IPO PLAN - WIRELESS SPINOFF COULD BE BIGGEST OFFERING EVER,Joseph Gallivan,Sport+Late City Final; Pg. 039,,608 words,,,"August 25, 2000",ENGLISH,,,-But the performance of AT&T's wireless IPO has made some analysts wary. (chart) Source: Bloomberg -Verizon co-CEOs Ivan Seidenberg (left) and Charles Lee.  N.Y. Post: Jim Alcorn,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,company,wireless,billion,Verizon,stock,raise,investor,Verizon_Wireless,public,market,biggest,ipo,cash,business,however,price,need,offer,coverage,make,take,tech,file,end,strike,country,million,customer,last,high,tracking,employee,cent,analyst,strength,give,national,network,7.3,new,much,U.S.,cut,cord,baby,fall,process,vodaphone,60/,joint,venture,warm,look,history,registration,security,timing,announcement,mark,mostly,affect,landline,worker,hope,mobile,phone,cool,jet,somewhat,preliminary,assessment,indicate,estimate,earlier,put,value,flop,group,10.6,april,many,especially,small,burn,think,buy,rocket,close,24.75,open,agree,road,ahead,rocky,size,mel,marten,careful,example
,10,9,8,8,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 20, 2000, Friday",10 of 23 DOCUMENTS,The New York Post,BUSINESS BRIEFS,,All Editions; Pg. 036,,318 words,,,"October 20, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,company,trade,close,report,run,last,five,compromise,firm,rule,essence,magazine,plan,ipo,search,executive,replacement,Honeywell,merger,heavily,action,buy,billion,trading,41.94,35.,yagalla,free,hedge,fund,manager,ground,huge,tab,personal,expense,release,"250,000",bond,night,federal,magistrate,face,prison,convict,fraud,sec,big,accounting,may,verge,auditor,independence,ft.com,side,apparently,agree,general,term,outsource,internal,audit,largely,second,thorniest,issue,do,wing,complete,acquisition,percent,publisher,woman,joint,venture,launch,additional,media,project,aim,bad,idea,idealab,behind,scrap,initial,public,offer,recent,stock,market,plunge,slash,value,file,april,raise,much,300
,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 9, 2000, Thursday",11 of 23 DOCUMENTS,The New York Post,GLOBAL BIGS SHAMED BY PREMATURE CONGRATULATION,Andy Geller,All Editions; Pg. 007,,365 words,,,"November 9, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,president,congratulation,Bush,bush,office,leader,put,offer,good,wish,know,country,look,forward,later,statement,work,election,many,minister,outcome,American,George,Gore,Italy,Russian,U.S.,world,uncorked,champagne,ice,mirroring,confusion,electorate,w.,quickly,take,back,friend,continuation,close,friendship,people,time,forty,minute,fax,excited,news,agency,please,publicize,with,late,rau,spokesman,complicated,among,send,warm,government,congratulatory,retract,quick,hail,win,explain,issue,message,conced,defeat,much,mo,effusive,welcome,bottom,heart,victory,presidential,secretary,general,rule,home,notoriously,untrustworthy,exit,poll,amaze,scientific,approach,fail,produce,reliable,result,happen,sound,owner,rome,coffee
,6,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 15, 2000, Saturday",12 of 23 DOCUMENTS,The New York Post,"DOW, NASDAQ SOAR LOWEST INFLATION IN 34 YRS. SPARKS RALLY",JESSE ANGELO,All Editions; Pg. 018,,484 words,,,"January 17, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,percent,rise,point,rate,number,close,investor,thursday,fear,share,big,huge,1999,finish,post,week,remark,night,february,consumer,price,market,economy,think,drop,still,gain,basis,higher,billion,cent,bond,Intel,Nasdaq_Composite_Index,Nasdaq,Greenspan,economic,earning,reassure,word,combine,time,slipping,bit,industrial,average,third,record,trader,office,look,rally,federal,reserve,chairman,ease,central,bank,raise,quarter,figure,release,morning,show,core,lowest,race,rational,exuberance,chief,investment,strategist,everything,ask,strong,growth,inflation,use,near,perfect,aenear,swing,last,briefly,reach,plus,side,slide,back,jump,2.71,107.06,"4,064.27",0.12,bellwether,dow,"11,722.98",climb,140.55
,12,7,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 27, 2000, Thursday",13 of 23 DOCUMENTS,The New York Post,FLEURY IS JUST A PASSENGER ON RANGER EXPRESS,LARRY BROOKS,All Editions; Pg. 109,,471 words,,,"January 27, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,Fleury,ice,time,goal,right,assist,MacLean,ranger,win,tonight,winger,unit,loss,jan,average,per,game,streak,tuesday,victory,career,play,score,three,performance,Broadway,Dvorak,Calgary,become,issue,blueshirt,seven,row,showdown,subtle,yet,significant,shift,among,team,wing,theo,fleury,bring,star,watch,hockey,bench,ever,reward,productive,increase,dose,strength,specialty,half,season,conclude,21:30,minute,open,match,precede,17:10,top,18:33,can,sit,well,throughout,accustom,receive,elite,player,reference,gretzky,messier,though,understandably,demand,final,islander,start,landslide,chip,meanwhile,six,add,five,number,skate,energy,level,passion,mark,impact,either,dvorak,sore
,8,7,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 29, 2000, Saturday",14 of 23 DOCUMENTS,The New York Post,DIRTY LITTLE SECRET OF 'CLEAN FUEL' BUSES,CARL CAMPANILE Transit Reporter,Metro; Pg. 010,,315 words,,,"January 31, 2000",ENGLISH,,,LARRY REUTER Looking for alternatives.,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,bus,CNG,gas,diesel,less,Reuter,natural,to,buy,technology,fuel,pollution,reuter,study,find,produce,may,break,frequently,model,street,head,answer,think,compress,solution,president,tell,post,defend,agency,approach,noting,test,cleaner,reliable,costly,committed,800,clean,environmental,advocate,slam,drag,heel,plan,"1,056",new,capital,program,bolster,case,point,jan,spew,much,advanced,report,particulate,soot,emit,greenhouse,however,conclude,generate,ultrafine,source,dramatic,impact,health,operate,cng,percent,facility,wrack,host,problem,include,leak,explosion,significant,safety,issue,volatile,tank,sit,atop,roof,experiment,hybrid,predict,within,available,zero,thus,make,obsolete,Everyone,pollution_free
,10,8,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 23, 2000, Sunday",15 of 23 DOCUMENTS,The New York Post,"AS A JOURNALIST, DICAPRIO MAKES A TITANIC FLOP",Adam Buckman,Sport+Late City Final; Pg. 015,,628 words,,,"April 27, 2000",ENGLISH,,,LAME LEONARDO: Actor-heartthrob Leo DiCaprio tosses President Cinton a softball about global warming during last night's exclusive interview for ABC News.,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,special,president,time,global,warming,feel,hour,segment,ABC_News,Leo,last,night,think,issue,news,planet,earth,2000,interviewer,staffer,interview,something,network,worry,face,question,three,make,leo,people,take,important,long,way,sit,near,frog,know,die,cover,story,redwood,never,White_House,Atlanta,p.m.,abc,ch,zero,star,turn,dud,debut,reputation,deserve,sink,titanic,arm,week,ago,find,score,newsy,push,seldom,well,message,grizzle,journo,have,nothing,lousy,slump,chair,porch,ask,handful,lead,puffball,citizen,air,follow,pat,answer,constantly,overlook,seriously,enough,education,oh,yes,run,major,world,next,climate,change,uh,hm
,7,5,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 1, 2000, Thursday",16 of 23 DOCUMENTS,The New York Post,ASTEROID MEANT SUDDEN DEATH FOR DINOS: STUDY,Bill Sanderson,All Editions; Pg. 009,,294 words,,,"June 1, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,asteroid,dinosaurs,study,scientist,die,hit,period,Sheehan,new,fossil,find,thrive,time,long,believe,kill,variety,clemen,go,unaffected,Montana,North_Dakota,Earth,quickly,send,wall,fire,destruction,across,claim,researcher,million,ago,almost,immediately,wipe,giant,reptile,rule,earth,suggest,extremely,well,author,impact,bring,sudden,abrupt,demise,species,newly,update,theory,explain,issue,journal,give,credence,paleontologists,strike,theorize,wide,probably,somewhere,around,remain,several,school,think,disappearance,contend,slow,change,climate,ecology,evidence,show,end,still,slowly,broad,enough,a.,overlook,fact,many,form,life,survive,amphibians,ask,bird,Dinosaurs,North_America,Peter_M._Sheehan,Milwaukee_Public_Museum,just_published,Geology,six_miles
,7,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 10, 2000, Saturday",17 of 23 DOCUMENTS,The New York Post,SHUNNING A CIRCUS,,All Editions; Pg. 018,,329 words,,,"June 12, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,family,mayor,meet,go,way,take,part,Sharpton,give,insistence,reach,handle,media,rev,heal,good,faith,Dorismonds,Giuliani,Dorismond,Al_Sharpton,far,giuliani,extend,effort,shot,dead,undercover,cop,last,march,drug,operation,bad,state,admit,make,mistake,initially,incident,well,mean,need,stage,circus,exactly,seem,particular,never,healer,contrary,mere,presence,guarantee,incendiary,polarize,rhetoric,carry,rotund,life,glare,tv,camera,hard,possible,busy,spout,add,try,quietly,privately,kind,event,file,notice,plan,sue,city,100,million,without,lawyer,understand,pain,wonder,whether,truly,interested,anything,help,rift,develop,wake,affair,have,complain,refusal,willing,dismay
,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 11, 2000, Sunday",18 of 23 DOCUMENTS,The New York Post,BRUCE DOESN'T DARE FACE HEROES HE SLANDERS,Steve Dunleavy,All Editions; Pg. 003,,507 words,,,"June 12, 2000",ENGLISH,,,,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,cop,family,benefit,Diallo,Springsteen,song,lyric,know,take,little,police,make,tragedy,put,concert,shot,victim,benevolent,association,right,help,enough,court,kind,surely,tomorrow,night,time,change,Bruce_Springsteen,Battery_Park,minute,hop,helicopter,home,state,suggest,o'clock,tuesday,morning,thousand,gather,solidarity,explain,fortune,misery,new,dedicate,keep,we,alive,safe,life,line,whole,thing,much,acceptable,profit,go,hold,livery,driver,dead,killing,department,catch,allege,killer,hour,lawyer,successfully,defend,sgt,tragic,accident,hey,good,idea,trustee,widow,slain,frankly,sing,sicken,shocked,divide,everyone,tragically,whether,age,rocker,springsteen,legion,rap,star,unhealthy,climate,create
,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 7, 2000, Saturday",19 of 23 DOCUMENTS,The New York Post,KENT JUST LOVES PLAYIN' BY THE BAY,GEORGE WILLIS,All Editions; Pg. 047,,843 words,,,"October 10, 2000",ENGLISH,,,STAR CALIBER: Giant second baseman Jeff Kent has fulfilled all the expectations that were expected of him when he was a young Met. NY Post: Nury Hernandez,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
,game,make,Kent,play,player,series,kend,team,have,Mets,Giants,win,question,met,season,second,base,thursday,back,go,look,become,chance,ask,trade,smile,sense,night,stand,media,end,giant,better,turn,leader,well,comfortable,stature,experience,probably,four,ball,1992,validate,part,wrong,bat,world,valuable,Blue_Jays,aftermath,middle,clubhouse,field,consistent,stream,emotional,state,head,today,tie,fight,think,ballclub,page,lot,confidence,nearly,hour,answer,refuse,take,strike,changeup,runner,reinforce,moodiness,show,much,mature,love,place,anywhere,else,relationship,guy,biggest,difference,past,maturity,exposure,adversity,overcoming,factor,retrospect,little,tenure,flush,raw
,10,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 15, 2000, Sunday",20 of 23 DOCUMENTS,The New York Post,STEPHANIE SINGING THE BLUES,NEAL TRAVIS,All Editions; Pg. 013,,892 words,,,"October 16, 2000",ENGLISH,,,ROYAL RUCKUS: Will Monaco's poor little Princess Stephanie have to sing for her supper? AFP,,,,"Copyright 2000 N.Y.P. Holdings, Inc. All rights reserved."
