PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"October 26, 2000, Thursday",1 of 126 DOCUMENTS,USA TODAY,"Global warming is accelerating, scientists report",Traci Watson,NEWS; Pg. 1A,,377 words,,,"October 26, 2000",ENGLISH,,,,,,,"Copyright 2000 Gannett Company, Inc."
,8,8,8,8,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 24, 2000, Friday",13 of 126 DOCUMENTS,USA TODAY,"Global warming conference divided, and many blame USA",Ellen Hale,NEWS; Pg. 13A,,655 words,THE HAGUE,,"November 24, 2000",ENGLISH,,,,,,,"Copyright 2000 Gannett Company, Inc."
,emission,country,United_States,agreement,issue,sink,reduction,target,U.S.,treaty,warming,many,conference,meeting,greenhouse,gas,industrialize,develop,major,scientist,level,meet,Kyoto,Europe,negotiator,plan,global,climate,change,reach,put,deliberation,use,credit,dioxide,loy,propose,nation,produce,proposal,fund,half,must,realistic,may,next,Japan,desperately,try,cobble,together,compromise,thursday,implement,international,fear,effort,harm,good,leader,extend,extra,saturday,hope,key,remain,divisive,blame,negotiation,risk,failure,design,hammer,detail,1997,hold,hit,low,note,wednesday,protester,hurl,pie,chief,whose,defense,cut,anger,180,forest,agricultural,land,absorb,carbon,meanwhile,establish,billion,bank,contribute
,12,11,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 10, 2000, Monday",15 of 126 DOCUMENTS,USA TODAY,N.Y.'s tax-cutting campaign boosts its image Economic climate heats up business,Richard Wolf,NEWS; Pg. 4A,,1002 words,"SARATOGA SPRINGS, N.Y.",,"July 10, 2000",ENGLISH,,,"GRAPHIC, B/W, Alejandro Gonzalez, USA TODAY, Source: Tax Foundation (Bar graph); GRAPHIC, B/W, USA TODAY (Map); PHOTO, B/W, Tim Roske, AP; Welcome breaks: Richard Marsel, a plant manager at Quad/Graphics, says, ""New York now is the most tax-friendly state."" The company's tax break was among 156 tax cuts the state passed over the past six years.",,,,"Copyright 2000 Gannett Company, Inc."
,tax,state,cut,New_York,business,company,million,local,sale,far,burden,income,climate,president,last,quad,graphic,catalog,time,nation,go,slash,north,billion,economic,growth,progress,worker,buy,square,foot,space,printing,among,156,mile,official,campaign,effort,change,reputation,overtaxed,plant,combine,highest,1995,resident,capital,good,problem,1990,however,high,aid,take,way,1997,ahead,make,different,school,support,region,government,private,development,corporation,try,jam,tax_cutting,Saratoga_County,Pataki,Albany,New_York_City,n.y.,employ,fewer,500,bucolic,campus,1996,add,fill,gap,schedule,service,face,hefty,successfully,lob,exemption,today,nearly,"1,300",employee,spread,1.2,manufacturing,picturesque
,23,21,11,9,8,6,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2000, Friday",19 of 126 DOCUMENTS,USA TODAY,USA faces fuel crisis Energy crunch worst in 25 years,Scott Bowles,NEWS; Pg. 1A,,1876 words,,,"September 22, 2000",ENGLISH,,,"GRAPHIC, Color, Julie Snider, USA TODAY, Source: Energy Information Administration (Pie chart); GRAPHIC, B/W, Frank Pompa, USA TODAY, Source: Energy Information Administration (Line graph); PHOTO, B/W, Ted S. Warren, AP",COVER STORY,,,"Copyright 2000 Gannett Company, Inc."
,oil,price,gas,energy,cost,gallon,heating,use,winter,natural,increase,barrel,consumer,summer,week,last,go,pay,nation,country,resident,home,gasoline,fuel,rise,crude,mean,run,much,economy,market,americans,crunch,economist,production,cent,utility,time,leave,company,bill,OPEC,shortage,demand,expect,already,panic,region,buy,stove,power,though,crisis,agree,relief,pump,1.60,way,we,think,reserve,many,next,shake,vulnerable,low,dip,"1,000",commuter,deregulation,state,warm,California,U.S.,American,Kennedy,face,soar,electricity,temperature,drop,need,heat,peak,federal,high,president,whether,emergency,global,recession,governor,discuss,near,pennsylvania,sale,roll,official,compare
,26,17,13,12,11,10,9,9,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 24, 2000, Friday",22 of 126 DOCUMENTS,USA TODAY,"'We hope things will improve' Beyond shifts in ideology, Russians want change",Steven Komarow,NEWS; Pg. 13A,,1062 words,"DESNA, Russia",,"March 24, 2000",ENGLISH,,,"PHOTO, B/W, Steven Komarow, USA TODAY; PHOTO, B/W, Alexander Zemlianichenko, AFP; Discussing presidential politics: Russian truckers, from left, Nikolai Busheyev, Sasha Petrakov and Gena Manko agree that 'there has been stagnation for too long.' Russia will elect a president Sunday.  Front-runner: Moscow Mayor Yuri Luzhkov, left, speaks to acting President Vladimir Putin, right, about subway development Thursday in Moscow. Some voters hope Putin can rejuvenate the country.",,,,"Copyright 2000 Gannett Company, Inc."
,Russia,Putin,Russian,promise,Moscow,need,change,fall,take,talk,election,country,move,less,communism,capitalism,many,russian,mean,investment,foreign,corruption,today,job,economy,hope,thing,enough,act,president,life,make,system,voter,putin,old,use,know,government,Communist,Yeltsin,driver,truck,presidential,sunday,important,kind,long,seem,little,dictatorship,well,village,collapse,ruble,1998,practical,work,money,local,factory,term,avoid,runoff,name,considerable,law,fight,suggest,live,much,last,reform,behind,war,rise,interview,state,condition,everyone,St._Petersburg,Krasnoya,Chechnya,Rukosuyeva,gather,smoke,makeshift,stop,refuel,vast,empty,tank,agree,go,stagnation,trucker,gena,manko,outsider
,11,8,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 27, 2000, Friday",25 of 126 DOCUMENTS,USA TODAY,Dearth of a salesman: Gore offers little to close the deal,Walter Shapiro,NEWS; Pg. 2A; Hype & Glory,,996 words,"DAVENPORT, Iowa",,"October 27, 2000",ENGLISH,,,,,,,"Copyright 2000 Gannett Company, Inc."
,Gore,president,campaign,every,gore,new,candidate,populist,watch,issue,make,problem,budget,ad,spend,thursday,vice,head,political,close,fight,vote,fail,characterize,can,inspire,case,nearly,argument,become,medicare,explain,drug,style,change,defeat,let,actually,web,center,run,republican,propose,surplus,deficit,liberal,1.4,trillion,tax,reality,Bill_Clinton,suit,coat,sleeve,white,shirt,roll,stand,vintage,fire,truck,village,intersection,afternoon,rail,special,interest,crane,oversize,flag,flap,seemingly,respond,changeable,gust,wind,crusader,devote,ounce,muscle,mind,lung,people,nominee,prevail,nov,zigzag,line,poll,finally,replace,statesmanlike,image,eradicate,posture,memory,false,start,strategy
,16,7,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 18, 2000, Monday",27 of 126 DOCUMENTS,USA TODAY,"In Tibetan ice, a chilling history of global warming",Tim Friend,LIFE; Pg. 11D,,523 words,,,"September 18, 2000",ENGLISH,,,"PHOTO, B/W; Climate record: Researcher Lonnie Thompson and field assistant Mary Davis with a fresh ice core on Mount Kilimanjaro.",SCIENCE,,,"Copyright 2000 Gannett Company, Inc."
,ice,field,core,water,study,past,temperature,river,himalayas,mountain,find,climate,research,team,snow,due,warming,happen,century,latest,report,glacier,southern,decade,warmest,take,peak,record,region,shrink,world,latitudes,permanent,essential,provide,diminish,occur,lose,mass,reduction,answer,Asia,Tibet,Ohio_State,add,grow,body,evidence,heat,finding,current,issue,journal,science,remove,suggest,five,"1,000",analysis,flank,risen,change,monsoon,cycle,800,result,catastrophic,drought,hold,old,mountainous,range,age,"40,000","400,000",reveal,period,heavy,snowfall,dring,annual,many,component,lead,particular,concern,previous,cap,tallest,along,middle,least,"10,000",source,population,schoolchild,learn,accumulate,winter
,15,10,6,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 26, 2000, Wednesday",30 of 126 DOCUMENTS,USA TODAY,Current spell of HRs deciphered,Gary Mihoces,SPORTS; Pg. 3C,,1165 words,,,"April 26, 2000",ENGLISH,,,"PHOTO, B/W, Pat Sullivan, AP; PHOTO, B/W, National Baseball Hall of Fame and Museum via AP; PHOTO, B/W, Allsport; PHOTOS, B/W, Ezra O. Shaw, Allsport (2); No need to go long to go long: Cardinals slugger Mark McGwire and the Astros' cozy new Enron Field are a lethal combination. In this April 10 game, the teams combined for eight home runs, including one by McGwire.  Popeye: The Devils Rays' Jose Canseco is among the pumped power guys.  Good field, good hit: Derek Jeter, one of the new shortstops with power. Babe's big bat: Players today use lighter models to generate more bat speed.",,,,"Copyright 2000 Gannett Company, Inc."
,home,run,ball,game,baseball,record,batter,player,use,homer,season,bat,slam,make,per,grand,big,many,hit,new,play,stadium,1999,pitcher,pace,last,theory,put,pitch,mean,bulg,golf,way,hitter,inside,foul,something,yarn,NFL,Costa_Rica,Rawlings,Boston,explanation,fly,april,rate,"5,528",today,go,bigger,muscle,check,forearm,shoulder,conspiracy,wound,exact,tell,strike,zone,top,knee,line,break,friendly,field,warming,lose,recent,comment,highlight,might,distance,strikeout,swing,lighter,lumber,long,nutrition,joke,eat,lot,pop,shortstop,territory,chance,extra,know,ban,video,study,kangaroo,282,highest,1907,current,1996,1.4,USA
,13,13,10,10,9,9,8,7,7,6,6,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 28, 2000, Monday",32 of 126 DOCUMENTS,USA TODAY,Wonk gives way to two-stepping Campaign Guy,Martin Kasindorf,NEWS; Pg. 8A,,783 words,,,"August 28, 2000",ENGLISH,,,"PHOTO, b/w, Jim Bourg, Reuters; Party on, Al: Democratic presidential nominee Al Gore and his wife, Tipper, enjoy a dance during a campaign rally Aug. 19 in Clinton, Iowa.",,,,"Copyright 2000 Gannett Company, Inc."
,Gore,ask,speech,crowd,make,hit,long,convention,tv,family,record,hand,Iowa,Tipper,vice,president,turn,show,joy,campaigning,policy,reputation,deliver,rally,wife,feel,next,press,question,interview,goofy,shake,speak,effective,applause,community,sometimes,schedule,encore,specifics,fall,issue,hear,keep,talk,Seneca,Clinton,Tamarac,serious,government,official,candidate,greater,wonk,nuclear,arm,global,warming,grow,relaxed,campaigner,oh,pretty,baby,call,beam,parent,aug,pull,hamlet,paddlewheeler,crossroad,truck,stop,halt,motorcade,autograph,giant,cantaloupe,midnight,rock,stage,band,play,1983,pride,tom,vilsack,compel,dance,savoring,news,account,stiff,standoffish,travel,corps,become,accessible
,14,6,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 27, 2000, Friday",35 of 126 DOCUMENTS,USA TODAY,Candidates' environmental fixes rely on different tools,,NEWS; Pg. 26A,,1174 words,,,"December 14, 2000",ENGLISH,,,"GRAPHIC, B/W, Quin Tian, USA TODAY, Source: Toxic Release Inventory (Line graph)",DEBATE,,,"Copyright 2000 Gannett Company, Inc."
,environmental,federal,Gore,Bush,mandate,bush,incentive,model,cut,reduction,1995,private_sector,degree,century,difference,need,achieve,market,force,help,standard,air,protect,candidate,perspective,hand,activist,represent,tradition,support,aggressive,example,problem,program,time,tax,plan,provide,billion,yet,controls,1998,toxic,emission,work,polluter,release,Texas,news,week,surface,temperature,may,increase,much,next,least,positive,aspect,illuminate,stark,w.,issue,convinced,climate,change,real,research,oversight,solution,ideally,objective,split,harness,power,improve,water,conserve,wild,land,endangered,species,subscribe,another,approach,different,maven,longtime,tougher,smog,soot,negotiate,ratify,impose,sharp,limit,gas,cause,global
,11,7,6,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 23, 2000, Thursday",38 of 126 DOCUMENTS,USA TODAY,Clinton urges India to show it wants peace,Susan Page,NEWS; Pg. 8A,,431 words,"AGRA, India",,"March 23, 2000",ENGLISH,,,"PHOTO, B/W, Paul J. Richards, AFP; Time out for tourism: President Clinton and daughter Chelsea visit the Taj Mahal in Agra, India, on Wednesday.",,,,"Copyright 2000 Gannett Company, Inc."
,nuclear,India,Clinton,weapon,Pakistan,U.S.,begin,change,president,urge,wednesday,nation,program,tell,war,plea,power,direction,india,official,region,announce,promote,energy,million,world,move,curtail,dialogue,rival,warning,catastrophic,consequence,tension,ease,standoff,nothing,dangerous,believe,danger,legislator,sit,silent,appeal,cold,far,close,despite,elaborate,safeguard,good,intention,couch,deferential,language,acknowledge,limit,force,determine,interest,draw,point,applause,presume,speak,decide,meeting,tuesday,unable,cite,substantive,either,determination,pursue,reluctance,meaningful,talk,neighbor,violence,dispute,himalayan,go,saturday,deliver,similar,message,gen,pervaiz,musharraf,seize,last,october,address,parliament,fly,tour,several,environmental,initiative
,8,6,6,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 31, 2000, Monday",41 of 126 DOCUMENTS,USA TODAY,"In charge . . .  and out of control Why pushy people are the way they are, and how to keep them from rolling over us",Karen S. Peterson,LIFE; Pg. 6D,,1960 words,,,"July 31, 2000",ENGLISH,,,"GRAPHIC, B/W, Sam Ward, USA TODAY",,,,"Copyright 2000 Gannett Company, Inc."
,control,freak,thing,people,Parrott,way,style,behavior,take,live,parent,woman,pushy,business,other,know,need,man,show,look,may,think,tendency,make,feel,good,try,life,put,change,call,work,time,identify,boss,around,rather,go,set,manager,avoid,boundary,keep,help,tend,many,world,label,psychologist,folk,home,much,drive,someone,else,influence,family,adult,personality,conscientious,level,correct,power,struggle,person,lead,charge,spouse,less,fear,office,become,part,delegate,cure,psychiatrist,assume,author,job,new,book,sometimes,victim,relationship,write,give,late,car,never,fight,natural,instinct,revolve,might,pick,shape,example,cope,worry
,49,21,11,11,11,10,9,9,9,9,8,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 23, 2000, Monday",42 of 126 DOCUMENTS,USA TODAY,Albright sets down for visit to N. Korea,Barbara Slavin,NEWS; Pg. 24A,,1054 words,"PYONGYANG, North Korea",,"October 23, 2000",ENGLISH,,,"PHOTO, B/W, David Guttenfelder, AP; Edge of the capital: North Koreans bicycle outside Pyongyang, where Madeleine Albright is visiting.",,,,"Copyright 2000 Gannett Company, Inc."
,U.S.,North_Korea,South_Korea,North,United_States,visit,korean,food,last,policy,state,war,program,begin,Clinton,China,Korean,ago,foreign,possible,official,administration,new,relation,missile,time,country,change,political,collapse,nuclear,aid,North_Koreans,president,nearly,world,nation,announcement,senior,set,concern,talk,open,diplomatic,list,pay,freeze,akin,diplomat,whose,main,develop,start,help,long,effort,peninsula,korea,still,leader,four,direct,acknowledge,million,build,group,remain,americans,former,bring,do,Albright,Namkung,Korean_War,Washington,Pyongyang,Kim_Il_Sung,South,United_Nations,speak,donor,weekend,recall,office,eight,adviser,tell,dangerous,place,sunday,secretary,madeleine,albright,arrive,capital,pave,way,historic,representative
,16,13,8,8,7,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 4, 2000, Monday",45 of 126 DOCUMENTS,USA TODAY,Finding a safe place to land,Alan Levin,NEWS; Pg. 1A,,2752 words,"SHEMYA ISLAND, Alaska",,"December 04, 2000",ENGLISH,,,"GRAPHIC, b/w, Bob Laird, USA TODAY, Source:USA TODAY research(Map); PHOTO, color, Michael Madrid, USA TODAY; PHOTO, color, Air Force; Plane in flight Remote landing place: Shemya Island provides emergency support to long-range flights over the Pacific.",COVER STORY,,,"Copyright 2000 Gannett Company, Inc."
,jet,flight,airport,fly,pilot,route,FAA,777,rule,emergency,hour,engine,diversion,Shemya,safety,need,aviation,passenger,medical,boe,runway,two_engine,airlines,time,fire,weather,toward,Boeing,remote,world,official,though,engines,take,mile,aircraft,long_range,four_engine,expert,major,landing,issue,risk,point,within,failure,problem,occur,far,accord,carry,facility,wind,govern,incident,company,doctor,north,regulator,long,air,cargo,extremely,last,nearest,three,change,become,new,extend,747,treat,many,Airbus,area,injure,make,hospital,least,people,die,much,protection,crew,carrier,flexibility,large,group,pose,island,agree,stop,capt,bad,turn,back,right,range,force
,37,28,22,21,15,14,13,12,10,10,10,10,10,10,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"January 17, 2000, Monday",46 of 126 DOCUMENTS,USA TODAY,"Climate 'incredible' for mergers, acquisitions Technology helps create market for consolidation",James Cox,MONEY; Pg. 1B,,630 words,,,"January 17, 2000",ENGLISH,,,"PHOTO, B/W, Mike Segar, Reuters; Giants join: Lee Raymond, left, of Exxon shakes hands with Lucio Noto of Mobil at a news conference Dec. 1, 1998.",,,,"Copyright 2000 Gannett Company, Inc."
,company,merger,deal,world,make,create,biggest,bank,drug,wireless,last,announce,billion,pharmaceutical,firm,pace,consolidation,media,banking,technology,acquisition,need,market,investment,week,time,warner,stock,combine,largest,expect,today,telecommunication,takeover,trillion,1998,research,risk,become,new,German,Acquisitions,Weston,accelerate,corporate,player,energy,within,matter,activity,torrid,1993,appear,pick,speed,previously,think,big,partner,link,unprecedented,gary,finger,director,alone,plan,buy,worth,142,base,friday,close,price,history,drugmaker,agree,negotiate,buyout,entity,giant,press,bid,capture,mannesmann,127,hostile,attempt,involve,least,hit,record,1.4,1.3,magazine,climate,incredible,editor,behind,technological
,10,7,7,6,6,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 18, 2000, Tuesday",47 of 126 DOCUMENTS,USA TODAY,HIGH SCHOOL CLUBS Gay students stake their ground,John Ritter,NEWS; Pg. 1A,,1914 words,"ORANGE, Calif.",,"January 18, 2000",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (Map); GRAPHIC, B/W, Source: Gay, Lesbian and Straight Education Network (Chart); PHOTO, Color, Bob Riha Jr., USA TODAY; PHOTO, B/W, Bob Riha Jr., USA TODAY; Fighting for acceptance: Heather Zetin, left, and Brooke Parks of the Gay Straight Alliance club in Orange, Calif. Organizer denounced as a 'rebel': Opponents say El Modena High's Anthony Colin, 15, wants only to promote himself and disrupt the school.",COVER STORY,,,"Copyright 2000 Gannett Company, Inc."
