PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 16, 1998, Monday",1 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CLIMATE CHANGES COULD BE SUDDEN,"WILLIAM K. STEVENS, THE NEW YORK TIMES","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-11",,824 words,,,"February 18, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,climate,change,system,scientist,rise,ice,warming,temperature,carbon,dioxide,degree,age,find,threshold,effect,gradually,less,pressure,climatic,abrupt,least,may,Greenland,widespread,human,feel,make,grow,evidence,decade,time,increase,concentration,gas,happen,last,much,lead,wave,know,question,the,pay,attention,might,something,examine,clue,take,team,world,impact,study,another,paleoclimatologist,sediment,"1,500",end,abruptly,rain,within,think,atmospheric,switch,Lamont_Doherty,University,deMenocal,Nevada,Taylor,debate,global,assumption,earth,smoothly,easier,adapt,accumulation,geological,clearer,past,undergone,drastic,rainfall,pattern,space,lifetime,implication,federal,international,policy,enormous,produce,burn,fossil,fuel,coal,oil,steadily,accumulate
,ice,shelf,break,mile,antarctic,decade,sheet,temperature,cause,warming,area,may,Scambos,section,continental,mass,region,cover,know,size,float,larsen,formation,this,satellite,image,january,piece,approximately,less,new,record,rise,appear,climate,change,one_tenth,Larsen,Parkinson,big,away,perhaps,response,gradual,polar,occur,three,week,ago,segment,near,southern,tip,northernmost,many,usually,freeze,tight,continent,indicate,shaky,prognosis,entire,biggest,yet,threaten,whose,group,data,center,colo,detect,fracture,beginning,end,leave,whole,disintegrate,little,warm,season,next,december,february,highest,bit,various,crack,regional,average,risen,4.5,degree,fahrenheit,1940,current,rupture,dislodg,square
,19,9,7,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 3, 1998, Tuesday",25 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CONSERVATION ISSUES RATE HIGH WITH PUBLIC,"DON HOPEY, POST-GAZETTE STAFF WRITER","SCIENCE, TECHNOLOGY & MEDICINE, Pg. B-2",,749 words,,,"February 3, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,percent,environmental,vote,show,congressional,scorecard,Pennsylvania,senator,public,delegation,score,issue,clean,air,take,rating,report,time,include,subsidy,tougher,ozone,poll,support,climate,business,pro_environment,Senate,congressme,fail,reflect,league,lower,register,vice,1997,president,proposal,create,weaken,continue,controls,standard,action,global,warming,change,initiative,environment,protect,oppose,million,voting,record,representative,campaign,cast,compare,100,League,Clean_Air_Act,House,exception,conservationist,concern,accord,conservation,voter,annual,measure,average,nation,much,state,northeast,region,it,pretty,picture,chairwoman,group,collaborate,release,nationwide,today,seven,land,log,road,mining,creation,interim,nuclear,waste,dump,ratings,base,house,graze
,31,8,8,6,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 8, 1998, Wednesday",27 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CHANGE IN WEATHER; DULL CALIFORNIA CLIMATE BRINGS A NEW APPRECIATION FOR PITTSBURGH'S SEASONS,CATHY KING,"LIFESTYLE, Pg. D-5, LIFE SUPPORT",,601 words,,,"April 15, 1998",ENGLISH,,,"DRAWING, DRAWING: Ted Crow/Post-Gazette",,,,Copyright 1998 P.G. Publishing Co.
,winter,spring,tree,back,live,weather,bloom,flower,every,friend,love,snow,Southern_California,California,move,good,state,mean,hate,word,least,ice,upon,rain,fall,type,many,people,child,excitement,change,football,game,television,sled,last,week,long,sight,Pittsburgh,remind,tell,mine,bear,raise,great,job,fine,home,life,announcement,hometown,look,wistful,surprised,comment,jealous,use,loosely,mild,lightweight,jacket,extent,outerwear,usually,require,inhabitant,although,cause,californian,bundle,next,age,transplant,east,however,exception,really,feel,different,summer,climate,undoubtedly,appeal,hence,enormous,population,endure,pittsburgh,initial,wear,begin,find,rather,well,boring,odd,may,seem
,8,7,7,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 19, 1998, Wednesday",36 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MIDDLE SCHOOL BACKPACKS FACE LOCKUP,"CAROLE GILBERT BROWN, TRI-STATE SPORTS & NEWS SERVICE","METRO, Pg. W-1",,839 words,,,"August 20, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,backpack,student,school,parent,Steiner,book,change,classroom,pupil,middle,locker,item,new,Scott,may,carry,believe,need,heavy,many,however,use,library,papers,rule,incident,happen,letter,action,think,break,we,take,security,child,reason,safety,drop,conceal,steal,issue,occur,last,hospital,high,elementary,cover,they,daughter,still,point,pencil,calculator,purse,Bingham,seventh_grade,eighth_grader,Juline,handy,trendy,soon,conspicuously,absent,principal,betsy,tell,guardian,aug,district,744,longer,instead,must,leave,upon,arrival,return,midday,trade,morning,afternoon,administrative,apply,approve,board,dismay,c.j,number,circulate,petition,oppose,edict,feel,wave,rights,face,go,least,another
,15,15,12,7,7,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 24, 1998, Sunday",37 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LA NINA ENTRANCE COULD BE MENACING; AS EL NINO FADES, THE CHANGE IN CLIMATE MIGHT SPAWN MORE SEVERE HURRICANES.","JOHN PACENTI, THE ASSOCIATED PRESS","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-3",,905 words,MIAMI,,"May 27, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,hurricane,season,el,nino,emergency,coastal,la,nina,storm,people,evacuate,mile,water,intense,change,last,make,million,director,prepare,play,there,go,o'brien,believe,hit,percent,evacuation,resident,concerned,forecast,Pacific,Atlantic,Texas,Keys,eastern,record,seven,name,develop,take,cause,meteorologist,technology,community,role,quickly,lot,weather,forecaster,next,average,tropical,probability,study,worry,population,new,enough,problem,wave,may,warning,ought,major,manager,way,you,become,island,key,building,worse,Gray,sometime,summer,cool,vanish,climatological,mean,decidedly,menace,form,three,landfall,nine,life,100,damage,carolinas,armed,tracking,maine,worst,fade,typically,replace,mirror,opposite
,16,7,6,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 12, 1998, Sunday",40 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ASSISTANT PLANNER HEADS FOR CAYMEN ISLANDS,DALE KIEFER,"METRO, Pg. W-2",,436 words,,,"April 23, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,Stevens,work,change,plan,cayman,Cecil,assistant,job,good,planner,climate,have,know,near,water,opportunity,many,people,feel,position,township,zone,officer,ready,rather,career,however,scenery,drastically,last,week,municipal,office,leave,new,assignment,surprisingly,balmy,lure,high,school,overseas,grow,coastal,maine,graduate,apply,give,indicate,geographical,posting,preference,application,reply,hope,end,tour,prove,best,ever,the,peace,corps,tremendous,organization,bring,together,experience,teacher,safe,secure,duty,eventually,miss,season,return,temperate,northern,tug,distant,tide,notice,advertisement,pleasantly,surprised,tropical,colony,offer,interview,earlier,noting,multicultural,multiethnic,chance,different,group,culture,important,weather
,10,6,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 19, 1998, Sunday",43 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"REALITY, NOT PHOBIA","BRANDON MACGILLIS; DIRECTOR OF CAMPAIGNS; OZONE ACTION; WASHINGTON, D.C.","EDITORIAL, Pg. C-2, LETTERS TO THE EDITOR",,261 words,,,"July 21, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,global,warming,Mr._Kelly,president,economic,phony,phobia,scientist,past,country,problem,Jack_Kelly,june,column,clearly,focus,effect,personal,scandal,popularity,strange,decide,detour,subject,take,shot,may,qualified,analyze,political,matter,scientific,expert,basis,preposterous,claim,probably,hear,every,warmest,earth,begin,know,seven,hottest,record,although,might,believe,change,part,natural,cycle,disagreement,"2,000",world,preeminent,conclude,balance,evidence,suggest,discernible,human,influence,climate,december,171,meet,adopt,protocol,acknowledge,humanity,role,outlining,policy,stop,government,organization,meeting,concerned,rise,sea,level,extreme,weather,pattern,negative,physical,impact,bring,worried,real,face,next,century,never,cause,Keeps_Clinton_Afloat,Clinton
,5,4,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 17, 1998, Monday",44 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),A GREAT REGREENING IS UNDER WAY IN PENNSYLVANIA'S FORESTS,"PAUL NUSSBAUM, THE PHILADELPHIA INQUIRER","STATE, Pg. C-6",,1309 words,"SWEDEN VALLEY, Pa.",,"August 17, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,forest,wood,Pennsylvania,log,warbler,percent,acre,time,area,north,state,Tom_Fee,tree,logger,leave,pennsylvania,million,grow,century,people,population,nest,New_England,New_York,apple,remain,oak,pine,hill,ago,lot,make,crew,northern,much,great,black,bear,deer,development,mile,take,new,study,home,continue,lumber,land,hemlock,county,find,bird,Gross,camp,maple,strip,figure,1908,timber,hillside,bare,settler,arrive,farmer,clear,today,resurgence,stand,cherry,animal,lose,turkey,elk,river,otter,way,rain,show,past,hopeful,go,regeneration,it,recover,force,climate,change,use,production,demand,1910,white,cover,little,country,give,soon,region,half
,18,12,10,7,7,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 14, 1998, Saturday",46 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WARMING TREND; CLIMATE-CHANGE TREATY OFFERS THE U.S. A CHANCE TO LEAD,,"EDITORIAL, Pg. A-14",,490 words,,,"November 15, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,nation,greenhouse,gas,world,United_States,warming,become,treaty,develop,reach,country,Clinton,weather,around,flood,last,acknowledge,administration,decision,global,push,accord,reduction,opponent,reduce,signing,president,agreement,part,take,credit,cost,must,China,leave,trail,destruction,death,globe,drought,fire,killer,possible,severe,unrelated,gradual,planet,century,attribute,industrialization,release,generally,extreme,far,normal,continue,controversy,rage,existence,appropriate,response,climate,change,nowhere,debate,heat,sign,hammer,ago,greet,cheer,jeer,delegate,meeting,along,hardly,trailblazer,score,industrialize,agree,term,call,sharp,many,sit,upset,require,output,primarily,carbon,dioxide,byproduct,burn,fossil,fuel,feel,rightly,unsuccessful,move
,7,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 7, 1998, Tuesday",66 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"ACCESS, SENSITIVITY RULE IN WORKPLACE","R.H. MELTON, AND KIRSTIN DOWNEY GRIMSLEY, THE WASHINGTON; POST","NATIONAL, Pg. A-10",,1457 words,,,"April 11, 1998",ENGLISH,,,"PHOTO, CHART, PHOTO: Bob Donaldson/Post-Gazette: Louise Kifer exercises one of her; Dobermans near her Clarion County home.  A veteran employee of a glass; factory, she recalls her first days on the job were greeted with little; enthusiasm among some male co-workers.; CHART: A new series of national surveys sponsored by The Washington Post, the; Henry J. Kaiser Family Foundation and Harvard University; Anita; Dufalla/Post-Gazette: (Sexual harassment); SEXUAL HARASSMENT; Most working men and women say they know what sexual harassment is. They; believe that women more often experience sexual harassment but also say that; women more often make false harassment claims.; Q: How well do you think you know what would be considered sexual; harassment?; ........................................Men....................Women; Very....................................55 percent.............64 percent; Somewhat................................37 percent.............32 percent; Not very.................................6 percent..............4 percent; Not at all...............................2 percent..............- percent; Q: How often do you think each of the following things happens?; Women are sexually harrassed by men; ..........Often..........Sometimes........Rarely.........Never.........; Total.....56 percent.....36 percent.......6 percent......1 percent.; Men.......52 percent.....38 percent.......8 percent......1 percent.; Women.....61 percent.....33 percent.......4 percent......1 percent.; Men are sexually harrassed by women; ..........Often..........Sometimes........Rarely.........Never.........; Total.....16 percent.....44 percent......33 percent.......4 percent.; Men.......13 percent.....41 percent......39 percent.......6 percent.; Women.....20 percent.....47 percent......27 percent.......3 percent.; A women falsely files a lawsuit or complaint against a man for sexual; harassment; ..........Often..........Sometimes........Rarely.........Never.........; Total.....33 percent.....45 percent......18 percent......1 percent.; Men.......33 percent.....46 percent......19 percent......1 percent.; Women.....34 percent.....44 percent......18 percent......1 percent.; A man falsely files a lawsuit or complaint against a woman for sexual; harassment; ..........Often..........Sometimes........Rarely.........Never.........; Total.....6 percent.....22 percent......59 percent......10 percent.; Men.......5 percent.....19 percent......62 percent......12 percent.; Women.....6 percent.....26 percent......56 percent..... 7 percent.",,,,Copyright 1998 P.G. Publishing Co.
,woman,man,work,workplace,harassment,percent,make,life,sex,survey,colleague,people,male,time,office,female,believe,number,you,job,think,factory,worker,president,guy,child,look,career,home,new,sexual,better,ago,find,many,change,employee,poll,pay,way,less,culture,company,we,still,money,know,discrimination,marry,Knight,Wolfe,start,the,rear,it,bad,attitude,mortgage,loan,officer,adjust,today,group,talk,circle,different,earn,gender,thing,society,whether,improve,accord,much,place,respect,center,similar,ask,half,seem,warehouse,manager,white,account,force,presence,corporate,adopt,value,behavior,if,close,something,never,burden,family,feel,though
,32,22,11,10,7,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 17, 1998, sunday, TWO STAR EDITION",68 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ECONOMISTS AGREE ON JOB GROWTH,"PAUL R. FLORA, POST-GAZETTE ASSOCIATE EDITOR","TABS, Pg. F-8",,1011 words,,,"May 21, 1998",ENGLISH,,,"INFORMATIONAL GRAPHIC (1), INFORMATIONAL GRAPHIC: (Survey of 1998 forecasts)",,,,Copyright 1998 P.G. Publishing Co.
,job,forecast,growth,percent,Pittsburgh,region,recession,1998,economist,rate,national,unemployment,4.6,less,Hoffman,percentage,local,bank,4.7,agree,ask,four,range,0.9,1.4,"15,000",consensus,annual,give,might,hold,economic,base,1997,last,payroll,real,2.9,next,factor,express,time,pittsburgh,building,around,target,Mellon_Bank,PNC_Bank,RFA,U.S.,indicate,"10,000",0.5,point,business,lower,chief,state,development,effort,bear,firm,put,may,bring,avoid,difference,still,4.8,4.9,economy,2.0,2.3,3.2,seem,key,sensitive,become,suffer,employment,score,little,grow,new,2000,add,1994,2.2,u.s.,gdp,change,Regional_Financial_Associates,WEFA,Berner,PNC,never,much,total,experience
,18,16,14,14,14,10,9,8,7,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"July 26, 1998, Sunday",73 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"THE IRISH, HERE AND THERE",TRINA VARGO,"EDITORIAL, Pg. E-1",,1289 words,,,"July 28, 1998",ENGLISH,,,"DRAWING, DRAWING: Gable/Globe & Mail, Toronto:",,,,Copyright 1998 P.G. Publishing Co.
,Ireland,Northern_Ireland,Irish_America,Irish,become,irish,many,protestant,americans,define,identity,new,must,today,recognize,Catholic,send,never,ancestry,organization,process,peace,effort,business,mean,long,IRA,American,largely,way,issue,other,lead,change,violence,conflict,understand,policy,problem,recent,begin,force,parade,far,previous,thus,constituency,without,vast,majority,learn,cultural,renaissance,celebrate,beyond,second,political,mind,president,minority,lesbian,march,million,descendant,half,famine,interest,tie,reconcile,different,view,hold,less,characteristic,remain,develop,briefly,Irish_Americans,European,United_States,Irish_American,British,almost,individual,emotional,money,gun,follow,nationalist,leader,advocate,peaceful,involved,back,away,associate,convolute,numerous,influence
,17,11,8,8,7,7,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
