PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 22, 2005 Wednesday",5 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENATE FAILS; TO MANDATE; EMISSION CUT HEAT-TRAPPING GAS LIMIT IS VOLUNTARY,H. Josef Hebert The Associated Press,"LOCAL, Pg.A-11",,785 words,,,"June 22, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,measure,energy,gas,industry,emission,sen,inventory,Hagel,amendment,reduce,greenhouse,heat_trapping,mandatory,support,oil,resource,drilling,climate,voluntary,growth,carbon,proposal,Bush,president,approve,reduction,offshore,senator,coastal,development,bill,oppose,country,Senate,endorse,policy,pollution,environmentalist,conduct,call,change,offer,rely,slow,develop,burn,fossil,fuel,among,regional,lawmaker,later,five,give,argue,need,nothing,go,administration,already,approach,every,moratorium,climate_change,Sens,R_Ohio,D_W.Va,McCain,McCain_Lieberman,avoid,still,boost,government,cleaner,source,second,setback,agree,prelude,water,limit,attempt,strip,broad,fail,republican,rally,around,chuck,hagel,expansion,partnership,way,produce,lower,principal,many,scientist,believe
,job,executive,Pittsburgh,find,last,average,graduate,take,opportunity,client,salary,percent,business,new,outplacement,firm,search,manufacturing,senior,offer,work,leave,industry,president,service,time,start,longer,three,climate,region,improve,collar,increase,pay,look,vice,2003,local,go,worker,survey,white_collar,Right_Management,Albano,best,right,employment,include,college,professional,hire,blue,heavy,sector,lose,skill,pretty,much,anywhere,end,position,"100,000",experience,rare,recent,data,base,statistic,still,however,tough,market,top,lower,manager,program,level,similar,really,sale,marketing,slow,thing,stay,six,company,change,group,need,corporate,severance,half,older,information,harder,recruiter,expect,growth
,18,13,10,9,9,9,8,7,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 15, 2005 Tuesday",70 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"MANUFACTURING A BRIGHTER FUTURE; FIRMS UPBEAT ABOUT INCOME AND JOBS, BUT THEY GIVE PA. LOW MARKS FOR BUSINESS CLIMATE","Jim McKay, Pittsburgh Post-Gazette",BUSINESS; Pg. E-1,,645 words,,,"November 15, 2005",ENGLISH,,,DRAWING: Anita Dufalla/Post-Gazette: \ CHART: Ed Yowzick/Post-Gazette; Alpern Rosenthal: MIXED REVIEWS/Is Western Pennsylvania Attractive to Business? \ CHART: Ed Yowzick/Post-Gazette; Alpern Rosenthal: MIXED REVIEWS/Expected Revenue Changes (next three years) \ CHART: Ed Yowzick/Post-Gazette; Alpern Rosenthal: MIXED REVIEWS/Expected Employment Changes (next three years),,,Newspaper,Copyright 2005 P.G. Publishing Co.
,percent,company,survey,business,many,manufacturer,employment,local,last,million,three,Pennsylvania,Mr._Rosenthal,revenue,growth,poor,place,firm,plan,manufacturing,country,order,sale,expect,international,average,work,force,Alpern_Rosenthal,region,though,fair,positive,industry,product,result,start,increase,quarter,part,rise,next,project,nearly,majority,expand,state,five,foreign,rate,tax,asset,despite,recent,trouble,midsize,optimistic,future,consider,release,accounting,paint,surprisingly,picture,basic,metal,chemical,rubber,plastic,go,difficult,time,recently,indicate,expansion,director,service,group,across,new,equipment,swell,backlog,unfilled,holiday,shopping,season,approach,rebuild,inventory,deplet,couple,uncertainty,institute,whose,index,activity,higher,production
,16,8,7,6,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 18, 2005 Thursday",73 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SCHOOLWORK, NO BOOKS A ROUNDUP OF RENOVATION AND BUILDING PROJECTS IN SOUTH SCHOOLS",,"LOCAL, Pg.S-11",,2099 words,,,"August 18, 2005",ENGLISH,,,Martha Rial/Post-Gazette Looking up into the atrium at the entrance of the newly remodeled West Mifflin Area High School. John Beale/Post-Gazette The new cafeteria in Founders' Hall at McKeesport Area High School. Post-Gazette The high school library is part of the renovations at the Brentwood middle/high school. The old gym will be used by the middle school. Darrell Sapp/Post-Gazette Site of the West Mifflin Area High School construction.,,,,Copyright 2005 P.G. Publishing Co.
,school,building,million,high,district,project,new,build,room,complete,price,classroom,upgrade,board,renovation,science,track,cost,facility,need,2001,add,plan,include,construction,auditorium,increase,class,square,foot,addition,pool,house,space,spend,improvement,pay,tax,student,old,North_Hall,lab,gymnasium,grade,middle,finish,gym,learn,time,cafeteria,area,work,install,system,study,use,air,computer,department,renovate,hall,change,keep,Bucchianeri,Kushner,make,lighting,ventilation,expect,main,summer,additional,begin,stadium,original,conditioning,technological,seating,superintendent,parking,campus,vocational,hold,public,elementary,service,security,technology,field,point,debt,example,South_Hall,Solomon,update,wire,library,size,swim
,38,22,17,17,17,16,10,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"November 19, 2005 Saturday",75 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),EPA CHIEF: NEW FUEL ECONOMYTESTS NEEDED,"Dee-Ann Durbin, The Associated Press",BUSINESS; Pg. A-9,,529 words,,,"November 22, 2005",ENGLISH,,,,,,Newspaper,Copyright 2005 P.G. Publishing Co.
,test,EPA,vehicle,fuel,economy,new,change,drive,percent,automaker,driver,mph,testing,model,update,city,highway,take,account,people,air,use,conduct,effect,agree,condition,make,require,number,inflate,group,post,agency,lab,difficult,vary,data,raise,lower,speed,real_world,head,plan,propose,regulation,end,place,2008,major,1985,estimate,display,window,sticker,decide,final,proposal,look,factor,current,faster,1980,road,congestion,increase,accessory,conditioning,power,still,degree,hot,cold,weather,everyone,procedure,calculation,outdated,have,technology,experience,mr.,comment,tour,national,grow,pressure,summer,reflect,performance,amendment,later,drop,conference,committee,accord,union,environmentally,oriented,push
,15,12,10,10,9,6,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 8, 2005 Friday",84 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SCIENCE FICTION,,"EDITORIAL, Pg.B-7 AS OTHERS SEE IT",,342 words,,,"July 8, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,scientific,government,finding,graze,public,work,Bush,report,rule,industry,case,damage,produce,administration,effort,enough,idea,truth,pursuit,recast,sake,political,expediency,use,basis,federal,put,profit,health,people,environment,sound,familiar,happen,regularly,throughout,president,tenure,recent,biologist,hydrologist,complain,cattle,wildland,rewritten,contrary,conclusion,significant,adverse,impact,wildlife,instance,somehow,become,beneficial,animal,announce,base,rosy,relax,limit,land,undermine,ignore,edit,add,something,dismay,result,poor,policy,bad,push,increase,budget,sex,education,despite,study,show,disheartening,rewrite,deletion,discipline,hold,rational,else,technical,medical,marvel,country,already,face,unprecedented,challenge,supremacy,go,help,nation
,6,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 29, 2005 Thursday",90 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ARCTIC ICE CAP SHRANK SHARPLY THIS SUMMER,The New York Times,"SCIENCE MEDICINE and TECHNOLOGY, Pg.A-3",,207 words,,,"September 30, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,ice,summer,data,century,expert,become,open,water,center,float,cap,sea,shrank,probably,smallest,size,least,continue,trend,toward,less,team,climate,report,shift,hard,explain,without,attribute,part,global,warming,region,change,appear,increase,absorb,solar,energy,otherwise,reflect,back,space,bright,white,a.,scambos,scientist,colo,compile,along,release,web,site,nsidc.org,feedback,system,start,take,hold,consecutive,extent,make,pretty,certain,decline,way,finding,consistent,recent,computer,simulation,show,buildup,smokestack,tailpipe,emission,greenhouse,gas,lead,profoundly,transform,later,much,ocean,routinely,Arctic_Ocean,human_caused,self_sustaining,Ted,National_Snow,Boulder,National_Aeronautics,Space_Administration,Scambos,record_low,long_term,Arctic,ice_locked
,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 4, 2005 Friday",97 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),DIVERSITY RULES AMONG STATE SYSTEM PRESIDENTS,"BILL SCHACKNER, PITTSBURGH POST-GAZETTE","STATE, Pg.A-1",,1132 words,,,"February 4, 2005",ENGLISH,,,"PHOTO: Dr. Tony Atwater, IUP's new president",,,,Copyright 2005 P.G. Publishing Co.
,male,white,..,president,minority,system,state,black,woman,student,female,school,campus,percent,group,atwater,university,education,share,gender,change,national,college,presidency,2001,become,diversity,last,top,2002,still,racial,Pennsylvania,today,may,early,campuse,higher,rate,enrollment,rural,largely,area,eight,nonwhite,chancellor,judy,hample,head,include,four,shift,reflect,offer,unusual,candidate,consider,office,send,nationwide,accord,represent,recently,survey,many,post,end,part,bring,better,1992,2004,robert,California,Hample,American_Council,IUP,State_System,introduce,news,conference,yield,hint,plan,new,largest,simply,presence,former,administrator,symbolize,something,appointment,effective,week,mean,time,outnumber,across
,19,18,17,14,14,12,11,10,10,9,7,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 2005 Wednesday",100 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CHANGE COMING AT IUP?; NCAA REVIEW COULD FORCE NEW NICKNAME,"Ray Fittipaldo, Pittsburgh Post-Gazette","SPORTS, Pg.F-1",,667 words,,,"May 28, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,school,NCAA,nickname,American,Native,IUP,use,issue,name,imagery,indian,mascot,Native_Americans,ask,president,take,study,change,division,many,group,respond,information,decide,whether,tribe,institution,image,relationship,penalize,state,among,tradition,go,put,bear,official,little,university,Jackson,Florida_State,Redmen,explain,usage,sport,program,ii,compete,logo,examine,native,find,demeaning,letter,give,govern,body,background,detail,derivation,summer,ban,membership,meet,talk,general,public,athlete,view,place,2002,bring,closure,matter,center,assess,climate,campuse,unclear,legally,prohibit,try,push,legislation,depend,upon,recommendation,subcommittee,refuse,manner,recognize,confederate,flag,mississippi,allow,play,host,association,championship
,13,11,10,9,8,7,6,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 22, 2005 Sunday",102 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"THE GREAT MARRIAGE PARADIGM SHIFT; WITH WEDDING SEASON IN FULL SWING, STEPHANIE COONTZ CHARTS THE WHOLESALE REVOLUTION IN THE INSTITUTION",,"EDITORIAL, Pg.J-1",,1411 words,,,"May 27, 2005",ENGLISH,,,PHOTO: Wendy Maeda/Boston Globe/Associated Press: Whatever it takes.,,,,Copyright 2005 P.G. Publishing Co.
,marriage,divorce,people,child,life,couple,woman,rate,traditional,love,family,way,many,single,mother,marry,almost,United_States,value,today,work,make,personal,longer,although,raise,social,percent,no_fault,promote,change,man,modern,believe,fall,birth,rise,law,place,take,unmarried,determine,yet,half,outside,country,rights,may,sex,state,same_sex,ago,attack,tv,show,decade,collapse,campaign,recognize,part,worldwide,transform,regulate,parent,outlaw,gay,time,marital,lie,largely,role,provide,century,benefit,demand,right,remain,revolution,economic,legal,1980,follow,climb,1970,mean,simply,unw,singles,1990,incidence,cohabitation,percentage,reduce,household,kid,accord,2000,increase,everywhere
,42,17,13,9,9,9,8,8,7,7,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 23, 2005 Wednesday",108 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"BUSH SCOFFS AT IDEA OF IRAN ATTACK; 'SIMPLY RIDICULOUS,' HE TELLS EUROPEANS AS TOUR CONTINUES","MICHAEL A. FLETCHER AND KEITH B. RICHBURG, THE WASHINGTON POST","WORLD, Pg.A-1",,988 words,"BRUSSELS, Belgium",,"February 23, 2005",ENGLISH,,,"PHOTO: Paul J. Richards/Agence France-Presse/Getty Images: French President Jacques Chirac, left, and Luxembourg's Prime Minister Jean-Claude Juncker point fingers as they talk to President Bush before a photograph yesterday with other members of the European Union in Brussels, Belgium.  PHOTO: Michel Spingler/Associated Press: A police officer runs from a firebomb during a protest yesterday in Brussels, Belgium, as President Bush met with NATO and Europen Union leaders.",,,,Copyright 2005 P.G. Publishing Co.
,Bush,NATO,Iraq,United_States,European,U.S.,nuclear,official,help,Iran,president,concern,military,train,security,administration,nation,change,new,Europe,France,table,weapon,pledge,force,agree,country,headquarters,time,trip,spend,meet,China,Germany,EU,Iraqi,simply,ridiculous,news,conference,option,meeting,invasion,tone,remain,policy,toward,plan,lift,arm,charge,build,diplomacy,government,work,talk,purpose,dispute,consider,issue,develop,focus,put,strong,other,committed,outside,become,member,commitment,officer,unity,three,much,take,alliance,director,link,word,aim,succeed,hold,prime,minister,Iranian,Tehran,possible,action,add,deal,suspect,attempt,acquire,welcome,modest,opponent,equip,improve,discussion
,19,10,10,10,8,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 29, 2005 Sunday",117 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MAY DAYS; PRODUCE; WARM; ENCOUNTERS,,"SPORTS, Pg.D-14",,632 words,,,"May 29, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
